iterations,a1,a2,seg,max_alg, min_alg, num_of_games,num_of_draws,num_of_incomplete,max_win,min_win,total_win_games,max_time,min_time,score
50000,6,1,10,0,UCT,UCT,1000,632,0,0.570652,0.429348,210,158,0.417424,0.357424,-0.000000
50000,6,1,20,0,UCT,UCT,1000,637,0,0.586777,0.413223,213,150,0.395187,0.344120,-0.000000
50000,6,1,5,0,UCT,UCT,1000,638,0,0.555249,0.444751,201,161,0.409203,0.349778,-0.000000
50000,6,2,10,0,UCT,UCT,1000,573,0,0.442623,0.557377,189,238,0.426728,0.296646,-0.000000
50000,6,2,20,0,UCT,UCT,1000,648,0,0.539773,0.460227,190,162,0.403225,0.275244,-0.000000
50000,6,2,5,0,UCT,UCT,1000,532,0,0.429487,0.570513,201,267,0.413027,0.334232,-0.000000
50000,9,1,10,0,UCT,UCT,1000,600,0,0.627500,0.372500,251,149,0.390871,0.369820,-0.000000
50000,9,1,20,0,UCT,UCT,1000,598,0,0.664179,0.335821,267,135,0.330355,0.354300,-0.000000
50000,9,1,5,0,UCT,UCT,1000,568,0,0.511574,0.488426,221,211,0.411468,0.360248,-0.000000
50000,9,2,10,0,UCT,UCT,1000,592,0,0.585784,0.414216,239,169,0.389296,0.302230,-0.000000
50000,9,2,20,0,UCT,UCT,1000,682,0,0.591195,0.408805,188,130,0.340135,0.282463,-0.000000
50000,9,2,5,0,UCT,UCT,1000,555,0,0.413483,0.586517,184,261,0.407663,0.337909,-0.000000
