iterations,a1,a2,seg,domain,max_alg, min_alg, num_of_games,num_of_draws,num_of_incomplete,max_win,min_win,total_win_games,max_time,min_time,score,unknown
50000,CDP,DP,1,0,UCT,UCT,100,40,0,0.666667,0.333333,40,20,1.209093,0.892652,-0.000000
50000,CDP,DP,24,0,UCT,UCT,100,34,0,0.651515,0.348485,43,23,0.846207,0.422592,-0.000000
50000,CDP,DP,48,0,UCT,UCT,100,29,0,0.816901,0.183099,58,13,0.567565,0.267590,-0.000000
50000,CDP,DP,4,0,UCT,UCT,100,33,0,0.567164,0.432836,38,29,0.488506,0.359258,-0.000000
50000,CDP,DP,8,0,UCT,UCT,100,37,0,0.444444,0.555556,28,35,0.775431,0.537118,-0.000000
50000,Trails,MC,16,0,UCT,UCT,100,33,0,0.716418,0.283582,48,19,0.406961,0.437392,-0.000000
50000,Trails,MC,1,0,UCT,UCT,100,47,0,0.433962,0.566038,23,30,0.434735,0.420552,-0.000000
50000,Trails,MC,24,0,UCT,UCT,100,28,0,0.750000,0.250000,54,18,0.410861,0.431118,-0.000000
50000,Trails,MC,48,0,UCT,UCT,100,39,0,0.688525,0.311475,42,19,0.371147,0.381078,-0.000000
50000,Trails,MC,4,0,UCT,UCT,100,37,0,0.396825,0.603175,25,38,0.428494,0.412443,-0.000000
50000,Trails,MC,8,0,UCT,UCT,100,41,0,0.559322,0.440678,33,26,0.680358,0.656646,-0.000000
50000,Trails,DP,16,0,UCT,UCT,100,33,0,0.761194,0.238806,51,16,0.407139,0.292900,-0.000000
50000,Trails,DP,1,0,UCT,UCT,100,37,0,0.428571,0.571429,27,36,0.432871,0.368107,-0.000000
50000,Trails,DP,24,0,UCT,UCT,100,37,0,0.841270,0.158730,53,10,0.359722,0.249667,-0.000000
50000,Trails,DP,48,0,UCT,UCT,100,23,0,0.948052,0.051948,73,4,0.385350,0.238115,-0.000000
50000,Trails,DP,4,0,UCT,UCT,100,34,0,0.348485,0.651515,23,43,0.425631,0.353895,-0.000000
50000,Trails,DP,8,0,UCT,UCT,100,33,0,0.492537,0.507463,33,34,0.368315,0.286569,-0.000000
75000,MC,DP,16,0,UCT,UCT,100,33,0,0.522388,0.477612,35,32,0.640961,0.429447,-0.000000
75000,MC,DP,1,0,UCT,UCT,100,44,0,0.428571,0.571429,24,32,0.620517,0.542469,-0.000000
75000,MC,DP,24,0,UCT,UCT,100,25,0,0.560000,0.440000,42,33,0.677150,0.430268,-0.000000
75000,MC,DP,48,0,UCT,UCT,100,29,0,0.830986,0.169014,59,12,0.691937,0.409848,-0.000000
75000,MC,DP,4,0,UCT,UCT,100,38,0,0.548387,0.451613,34,28,0.627177,0.540541,-0.000000
75000,MC,DP,8,0,UCT,UCT,100,37,0,0.571429,0.428571,36,27,0.546783,0.421523,-0.000000
75000,CDP,MC,16,0,UCT,UCT,100,37,0,0.634921,0.365079,40,23,0.675118,0.565737,-0.000000
75000,CDP,MC,1,0,UCT,UCT,100,42,0,0.586207,0.413793,34,24,0.747460,0.622435,-0.000000
75000,CDP,MC,24,0,UCT,UCT,100,37,0,0.603175,0.396825,38,25,0.783544,0.637369,-0.000000
75000,CDP,MC,48,0,UCT,UCT,100,42,0,0.534483,0.465517,31,27,0.812262,0.654131,-0.000000
75000,CDP,MC,8,0,UCT,UCT,100,35,0,0.553846,0.446154,36,29,1.167291,0.963528,-0.000000
75000,CDP,DP,16,0,UCT,UCT,100,43,0,0.526316,0.473684,30,27,0.795363,0.438776,-0.000000
75000,CDP,DP,1,0,UCT,UCT,100,37,0,0.428571,0.571429,27,36,0.741781,0.543989,-0.000000
75000,CDP,DP,24,0,UCT,UCT,100,30,0,0.557143,0.442857,39,31,0.808722,0.421735,-0.000000
75000,CDP,DP,48,0,UCT,UCT,100,25,0,0.853333,0.146667,64,11,0.880518,0.406587,-0.000000
75000,CDP,DP,4,0,UCT,UCT,100,27,0,0.520548,0.479452,38,35,0.741532,0.527644,-0.000000
75000,CDP,DP,8,0,UCT,UCT,100,41,0,0.508475,0.491525,30,29,1.190614,0.800796,-0.000000
75000,Trails,MC,16,0,UCT,UCT,100,37,0,0.841270,0.158730,53,10,0.614337,0.646728,-0.000000
75000,Trails,MC,1,0,UCT,UCT,100,39,0,0.426230,0.573770,26,35,0.662704,0.635824,-0.000000
75000,Trails,MC,24,0,UCT,UCT,100,31,0,0.797101,0.202899,55,14,0.540588,0.573954,-0.000000
75000,Trails,MC,48,0,UCT,UCT,100,35,0,0.753846,0.246154,49,16,0.662580,0.668948,-0.000000
75000,Trails,MC,4,0,UCT,UCT,100,39,0,0.409836,0.590164,25,36,0.652035,0.627271,-0.000000
75000,Trails,MC,8,0,UCT,UCT,100,38,0,0.580645,0.419355,36,26,1.027283,0.981779,-0.000000
75000,Trails,DP,16,0,UCT,UCT,100,36,0,0.734375,0.265625,47,17,0.595955,0.426304,-0.000000
75000,Trails,DP,1,0,UCT,UCT,100,49,0,0.372549,0.627451,19,32,0.660706,0.559061,-0.000000
75000,Trails,DP,24,0,UCT,UCT,100,22,0,0.884615,0.115385,69,9,0.633967,0.429717,-0.000000
75000,Trails,DP,48,0,UCT,UCT,100,22,0,0.910256,0.089744,71,7,0.601010,0.361376,-0.000000
75000,Trails,DP,4,0,UCT,UCT,100,40,0,0.400000,0.600000,24,36,0.644361,0.531146,-0.000000
75000,Trails,DP,8,0,UCT,UCT,100,37,0,0.539683,0.460317,34,29,0.545873,0.426642,-0.000000
