pits,heuristics,c,iterations,seed,num_games,policy,type_system,sts_size,domain, max_alg, num_of_games,max_time,avg_score
10,1,10,100000,0,1000,1,2,1000,5,BFB,1000,0.307159,33.597673
10,1,10,100000,0,1000,1,2,100,5,BFB,1000,0.290841,36.126727
10,1,10,100000,0,1000,1,2,5000,5,BFB,1000,0.328137,32.648799
10,1,10,100000,0,1000,1,2,500,5,BFB,1000,0.30655,34.668673
10,1,10,100000,0,1000,1,2,700,5,BFB,1000,0.304351,34.017924
10,1,10,100000,0,1000,2,2,1000,5,BFB,1000,0.314643,33.465869
10,1,10,100000,0,1000,2,2,100,5,BFB,1000,0.294798,35.900806
10,1,10,100000,0,1000,2,2,5000,5,BFB,1000,0.329768,32.495002
10,1,10,100000,0,1000,2,2,500,5,BFB,1000,0.309438,34.555117
10,1,10,100000,0,1000,2,2,700,5,BFB,1000,0.311436,34.109669
10,1,10,100000,0,1000,3,2,1000,5,BFB,1000,0.314003,33.6708
10,1,10,100000,0,1000,3,2,100,5,BFB,1000,0.28945,35.906455
10,1,10,100000,0,1000,3,2,5000,5,BFB,1000,0.329857,32.495818
10,1,10,100000,0,1000,3,2,500,5,BFB,1000,0.30417,34.672094
10,1,10,100000,0,1000,3,2,700,5,BFB,1000,0.306102,34.078017
10,1,10,10000,0,1000,1,2,1000,5,BFB,1000,0.029928,33.616016
10,1,10,10000,0,1000,1,2,100,5,BFB,1000,0.028731,35.864921
10,1,10,10000,0,1000,1,2,5000,5,BFB,1000,0.026827,32.505652
10,1,10,10000,0,1000,1,2,500,5,BFB,1000,0.030158,34.682565
10,1,10,10000,0,1000,1,2,700,5,BFB,1000,0.029828,34.02765
10,1,10,10000,0,1000,2,2,1000,5,BFB,1000,0.030375,33.570187
10,1,10,10000,0,1000,2,2,100,5,BFB,1000,0.029366,35.88761
10,1,10,10000,0,1000,2,2,5000,5,BFB,1000,0.026967,32.489681
10,1,10,10000,0,1000,2,2,500,5,BFB,1000,0.030687,34.60498
10,1,10,10000,0,1000,2,2,700,5,BFB,1000,0.030223,34.118775
10,1,10,10000,0,1000,3,2,1000,5,BFB,1000,0.029098,33.586236
10,1,10,10000,0,1000,3,2,100,5,BFB,1000,0.028755,35.801266
10,1,10,10000,0,1000,3,2,5000,5,BFB,1000,0.026861,32.606539
10,1,10,10000,0,1000,3,2,500,5,BFB,1000,0.0297,34.43559
10,1,10,10000,0,1000,3,2,700,5,BFB,1000,0.095918,34.267856
10,1,10,1000,0,1000,1,2,1000,5,BFB,1000,0.001999,35.041154
10,1,10,1000,0,1000,1,2,100,5,BFB,1000,0.002229,35.853786
