Parameters:
Random seed: 0
Domain used is: 5
# Pits: 6, Stones per pit: 4
Player 0 (max) --- BFB, C 10.000, Num iterations 50000, with average backups, using heuristic 1
Player 1 (min) --- UCT, C 2.500, Num iterations 5000, with average backups, using heuristic 1
yoyoyoyo -31.436871
-28.798990
-18.142136
-59.870058
-23.384776
-41.970563
-25.556349
-29.627417
-49.769553
-16.727922
-23.798990
-49.556349
-40.142136
-23.727922
-74.627417
-37.213203
-36.870058
-29.142136
-72.840620
-32.384776
-26.213203
-34.698485
-54.213203
-20.384776
-16.970563
-27.627417
-36.041631
-39.041631
-50.698485
-32.698485
-54.870058
-69.112698
-41.142136
-32.041631
-58.798990
-43.455844
-21.798990
-33.284271
-17.556349
-26.213203
-19.899495
-17.313708
-20.970563
-48.798990
-22.970563
-27.455844
-31.213203
-35.213203
-38.627417
-35.627417
-39.798990
-31.798990
-41.526912
-40.798990
-26.798990
-24.556349
-20.384776
-62.870058
-16.970563
-67.012193
-41.798990
-37.041631
-32.384776
-25.384776
-23.384776
-36.112698
-30.041631
-28.798990
-34.798990
-43.455844
-32.870058
-34.213203
-68.112698
-20.384776
-21.556349
-29.627417
-30.384776
-34.455844
-19.142136
-35.384776
-17.556349
-53.284271
-27.142136
-60.455844
-44.384776
-18.899495
-55.870058
-30.970563
-30.455844
-33.142136
-54.870058
-60.769553
-27.142136
-55.112698
-26.384776
-53.597980
-26.798990
-23.970563
-84.455844
-61.426407
-29.627417
-57.041631
-18.727922
-56.213203
-32.455844
-42.798990
-74.183766
-26.798990
-37.526912
-60.183766
-42.627417
-40.355339
-60.112698
-18.142136
-40.284271
-28.798990
-59.798990
-26.213203
-27.627417
-44.798990
-40.041631
-38.041631
-45.355339
-32.213203
-35.384776
-16.727922
-36.870058
-26.970563
-47.556349
-28.556349
-17.556349
-39.556349
-31.213203
-48.870058
-53.627417
-18.727922
-36.112698
-42.970563
-59.284271
-47.284271
-35.798990
-29.455844
-36.870058
-17.556349
-18.313708
-37.870058
-48.526912
-56.112698
-63.627417
-21.970563
-25.970563
-17.485281
-57.698485
-25.213203
-17.556349
-38.112698
-52.213203
-15.313708
-26.627417
-14.727922
-42.870058
-18.556349
-48.041631
-35.455844
-18.970563
-55.112698
-51.698485
-25.970563
-53.284271
-29.041631
-31.213203
-17.313708
-33.284271
-34.455844
-55.284271
-40.698485
-36.284271
-39.941125
-23.899495
-28.870058
-51.213203
-60.970563
-26.870058
-36.870058
-25.313708
-39.698485
-26.213203
-43.526912
-39.284271
-55.426407
-21.798990
-30.455844
-17.142136
-41.970563
-18.142136
-20.727922
-33.698485
-68.769553
-59.798990
-31.798990
-39.627417
-61.455844
-48.213203
-24.798990
-40.627417
-29.313708
-21.213203
-18.313708
-24.627417
-52.870058
-62.355339
-60.213203
-36.041631
-26.041631
-20.899495
-15.727922
-30.455844
-39.041631
-35.355339
-32.798990
-54.627417
-64.112698
-23.798990
-20.556349
-30.899495
-39.213203
-25.970563
-22.313708
-43.455844
-19.970563
-44.313708
-51.041631
-35.455844
-60.526912
-44.769553
-46.556349
-53.526912
-55.213203
-29.727922
-42.526912
-33.941125
-34.870058
-39.455844
-45.698485
-23.798990
-18.970563
-18.970563
-57.213203
-61.142136
-54.355339
-23.970563
-17.313708
-32.313708
-26.627417
-50.112698
-25.970563
-43.870058
-51.597980
-43.526912
-66.041631
-30.798990
-53.112698
-30.556349
-21.727922
-53.041631
-31.970563
-20.970563
-63.870058
-49.870058
-27.455844
-22.970563
-53.627417
-55.183766
-50.112698
-25.384776
-30.313708
-23.213203
-23.142136
-27.455844
-17.313708
-35.941125
-20.384776
-50.112698
-55.041631
-45.870058
-55.284271
-15.899495
-30.384776
-18.970563
-59.941125
-16.970563
-26.556349
-24.313708
-42.284271
-31.455844
-53.041631
-35.455844
-22.970563
-26.384776
-42.313708
-33.870058
-56.698485
-48.526912
-37.627417
-21.142136
-64.798990
-44.870058
-43.870058
-48.798990
-30.384776
-24.041631
-30.213203
-20.556349
-16.727922
-29.556349
-34.041631
-27.727922
-18.727922
-35.627417
-29.041631
-36.041631
-21.798990
-45.627417
-53.112698
-29.142136
-41.142136
-63.112698
-32.455844
-40.455844
-50.041631
-36.970563
-24.213203
-28.798990
-49.213203
-18.556349
-30.455844
-37.870058
-72.183766
-17.313708
-70.840620
-23.798990
-57.870058
-27.384776
-31.870058
-41.041631
-69.727922
-48.284271
-29.556349
-18.970563
-51.213203
-35.213203
-37.455844
-48.284271
-28.870058
-20.970563
-26.798990
-39.284271
-24.656854
-34.526912
-26.798990
-45.112698
-31.071068
-23.384776
-46.627417
-41.970563
-33.870058
-16.727922
-23.727922
-51.313708
-36.041631
-18.727922
-26.798990
-18.970563
-60.455844
-42.870058
-23.798990
-21.798990
-34.041631
-39.384776
-37.656854
-33.455844
-38.970563
-20.313708
-37.384776
-39.041631
-23.213203
-21.970563
-33.041631
-22.556349
-26.727922
-39.526912
-58.698485
-74.041631
-33.627417
-29.798990
-33.970563
-35.455844
-16.142136
-20.970563
-32.455844
-50.384776
-51.698485
-54.284271
-45.870058
-24.384776
-34.041631
-41.526912
-38.041631
-29.627417
-62.970563
-27.627417
-19.970563
-19.727922
-40.213203
-22.142136
-53.526912
-36.798990
-52.012193
-20.727922
-36.455844
-29.798990
-32.213203
-64.870058
-55.213203
-38.769553
-33.941125
-36.142136
-44.041631
-38.627417
-58.698485
-41.213203
-20.970563
-48.870058
-31.727922
-51.112698
-32.727922
-47.556349
-36.213203
-52.798990
-25.970563
-47.526912
-29.798990
-20.970563
-26.970563
-16.727922
-27.798990
-18.727922
-38.384776
-37.727922
-31.970563
-41.041631
-23.798990
-71.012193
-57.355339
-39.656854
-27.556349
-42.970563
-35.455844
-31.556349
-31.384776
-48.142136
-40.455844
-25.142136
-45.112698
-41.455844
-49.698485
-20.727922
-53.355339
-17.556349
-39.455844
-63.597980
-29.627417
-24.384776
-64.284271
-44.970563
-36.627417
-46.284271
-39.384776
-60.798990
-58.870058
-16.313708
-17.556349
-18.142136
-55.941125
-35.142136
-31.455844
-35.798990
-54.798990
-35.870058
-17.556349
-23.798990
-31.870058
-53.455844
-42.384776
-18.970563
-43.870058
-45.941125
-22.384776
-20.970563
-25.970563
-54.213203
-20.142136
-39.284271
-46.284271
-27.041631
-39.384776
-16.727922
-15.313708
-17.313708
-22.899495
-13.313708
-54.627417
-21.313708
-41.870058
-18.556349
