pits,back_propagation,heuristics,c,policy,iterations,seed,num_games,type_system,sts_size,mm_level,domain, max_alg, min_alg, num_of_games,num_of_draws,num_of_incomplete,max_win,min_win,total_win_games,max_time,min_time
6,1,2,2.5,1,75000,0,100,2,5000,3,0,BFB+SR,MINMAX,100,51,0,0.102041,0.897959,5,0.083670,0.201265
6,1,2,2.5,1,75000,0,100,2,5000,4,0,BFB+SR,MINMAX,100,44,0,0.053571,0.946429,3,0.097364,0.181270
6,1,2,2.5,1,75000,0,100,2,5000,5,0,BFB+SR,MINMAX,100,19,0,0.000000,1.000000,0,0.082478,0.171788
6,1,2,2.5,1,75000,0,100,2,5000,6,0,BFB+SR,MINMAX,100,21,0,0.000000,1.000000,0,0.083573,0.154560
6,1,2,2.5,1,75000,0,100,2,5000,7,0,BFB+SR,MINMAX,100,20,0,0.000000,1.000000,0,0.097933,0.145925
6,1,2,2.5,1,75000,0,100,2,500,3,0,BFB+SR,MINMAX,100,48,0,0.134615,0.865385,7,0.099725,0.205381
6,1,2,2.5,1,75000,0,100,2,500,4,0,BFB+SR,MINMAX,100,40,0,0.050000,0.950000,3,0.102117,0.206221
6,1,2,2.5,1,75000,0,100,2,500,5,0,BFB+SR,MINMAX,100,36,0,0.015625,0.984375,1,0.106138,0.186421
6,1,2,2.5,1,75000,0,100,2,500,6,0,BFB+SR,MINMAX,100,23,0,0.000000,1.000000,0,0.111670,0.177915
6,1,2,2.5,1,75000,0,100,2,500,7,0,BFB+SR,MINMAX,100,13,0,0.000000,1.000000,0,0.095424,0.171288
6,1,2,2.5,1,75000,0,100,2,700,3,0,BFB+SR,MINMAX,100,46,0,0.055556,0.944444,3,0.085442,0.199504
6,1,2,2.5,1,75000,0,100,2,700,4,0,BFB+SR,MINMAX,100,39,0,0.065574,0.934426,4,0.097915,0.193885
