iterations,a1,a2,seg,domain,max_alg, min_alg, num_of_games,num_of_draws,num_of_incomplete,max_win,min_win,total_win_games,max_time,min_time,score,unknown
1000,DP,CDP,4,0,UCT,UCT,100,49,0,0.156863,0.843137,8,43,0.004460,0.004683,-0.000000
1000,DP,CDP,8,0,UCT,UCT,100,41,0,0.101695,0.898305,6,53,0.004477,0.004739,-0.000000
1000,Trails,CDP,16,0,UCT,UCT,100,51,0,0.265306,0.734694,13,36,0.007077,0.006953,-0.000000
1000,Trails,CDP,1,0,UCT,UCT,100,57,0,0.325581,0.674419,14,29,0.004667,0.004744,-0.000000
1000,Trails,CDP,24,0,UCT,UCT,100,40,0,0.233333,0.766667,14,46,0.004271,0.004279,-0.000000
1000,Trails,CDP,48,0,UCT,UCT,100,45,0,0.236364,0.763636,13,42,0.004402,0.004520,-0.000000
1000,Trails,CDP,4,0,UCT,UCT,100,45,0,0.363636,0.636364,20,35,0.004698,0.004713,-0.000000
1000,Trails,CDP,8,0,UCT,UCT,100,50,0,0.400000,0.600000,20,30,0.004743,0.004733,-0.000000
25000,MC,CDP,16,0,UCT,UCT,100,65,0,0.800000,0.200000,28,7,0.198657,0.240200,-0.000000
25000,MC,CDP,1,0,UCT,UCT,100,58,0,0.809524,0.190476,34,8,0.128293,0.154083,-0.000000
25000,MC,CDP,24,0,UCT,UCT,100,69,0,0.677419,0.322581,21,10,0.118769,0.141233,-0.000000
25000,MC,CDP,48,0,UCT,UCT,100,52,0,0.291667,0.708333,14,34,0.135054,0.150810,-0.000000
25000,MC,CDP,4,0,UCT,UCT,100,60,0,0.925000,0.075000,37,3,0.129954,0.155122,-0.000000
25000,MC,CDP,8,0,UCT,UCT,100,55,0,0.866667,0.133333,39,6,0.131916,0.155434,-0.000000
25000,DP,CDP,16,0,UCT,UCT,100,29,0,0.014085,0.985915,1,70,0.139945,0.160535,-0.000000
25000,DP,CDP,1,0,UCT,UCT,100,55,0,0.600000,0.400000,27,18,0.149936,0.153132,-0.000000
25000,DP,CDP,24,0,UCT,UCT,100,13,0,0.011494,0.988506,1,86,0.122023,0.141486,-0.000000
25000,DP,CDP,48,0,UCT,UCT,100,7,0,0.010753,0.989247,1,92,0.129213,0.171143,-0.000000
25000,DP,CDP,4,0,UCT,UCT,100,51,0,0.285714,0.714286,14,35,0.147733,0.155664,-0.000000
25000,DP,CDP,8,0,UCT,UCT,100,37,0,0.111111,0.888889,7,56,0.142678,0.155922,-0.000000
25000,Trails,CDP,16,0,UCT,UCT,100,51,0,0.204082,0.795918,10,39,0.162875,0.163409,-0.000000
25000,Trails,CDP,1,0,UCT,UCT,100,61,0,0.666667,0.333333,26,13,0.155783,0.155429,-0.000000
25000,Trails,CDP,24,0,UCT,UCT,100,33,0,0.074627,0.925373,5,62,0.137871,0.144589,-0.000000
25000,Trails,CDP,48,0,UCT,UCT,100,27,0,0.068493,0.931507,5,68,0.164963,0.171743,-0.000000
25000,Trails,CDP,4,0,UCT,UCT,100,51,0,0.673469,0.326531,33,16,0.158465,0.156502,-0.000000
25000,Trails,CDP,8,0,UCT,UCT,100,61,0,0.538462,0.461538,21,18,0.158882,0.158457,-0.000000
50000,MC,CDP,16,0,UCT,UCT,100,59,0,0.780488,0.219512,32,9,0.427255,0.519538,-0.000000
50000,MC,CDP,1,0,UCT,UCT,100,58,0,0.809524,0.190476,34,8,0.276280,0.330038,-0.000000
50000,MC,CDP,24,0,UCT,UCT,100,71,0,0.655172,0.344828,19,10,0.253406,0.301251,-0.000000
50000,MC,CDP,48,0,UCT,UCT,100,56,0,0.340909,0.659091,15,29,0.331360,0.366668,-0.000000
50000,MC,CDP,4,0,UCT,UCT,100,66,0,0.764706,0.235294,26,8,0.275044,0.331606,-0.000000
50000,MC,CDP,8,0,UCT,UCT,100,63,0,0.891892,0.108108,33,4,0.280132,0.337383,-0.000000
50000,DP,CDP,16,0,UCT,UCT,100,24,0,0.013158,0.986842,1,75,0.441262,0.524950,-0.000000
50000,DP,CDP,1,0,UCT,UCT,100,58,0,0.309524,0.690476,13,29,0.321924,0.330464,-0.000000
50000,DP,CDP,24,0,UCT,UCT,100,6,0,0.010638,0.989362,1,93,0.258519,0.307542,-0.000000
50000,DP,CDP,48,0,UCT,UCT,100,9,0,0.000000,1.000000,0,91,0.272409,0.363108,-0.000000
50000,DP,CDP,4,0,UCT,UCT,100,55,0,0.400000,0.600000,18,27,0.316005,0.329399,-0.000000
50000,DP,CDP,8,0,UCT,UCT,100,44,0,0.142857,0.857143,8,48,0.306700,0.336539,-0.000000
50000,Trails,CDP,16,0,UCT,UCT,100,48,0,0.192308,0.807692,10,42,0.349550,0.359714,-0.000000
50000,Trails,CDP,1,0,UCT,UCT,100,63,0,0.648649,0.351351,24,13,0.340572,0.334761,-0.000000
50000,Trails,CDP,24,0,UCT,UCT,100,37,0,0.063492,0.936508,4,59,0.290480,0.310338,-0.000000
50000,Trails,CDP,48,0,UCT,UCT,100,30,0,0.057143,0.942857,4,66,0.354300,0.366731,-0.000000
50000,Trails,CDP,4,0,UCT,UCT,100,65,0,0.685714,0.314286,24,11,0.341613,0.334492,-0.000000
50000,Trails,CDP,8,0,UCT,UCT,100,63,0,0.432432,0.567568,16,21,0.342890,0.340259,-0.000000
75000,MC,CDP,16,0,UCT,UCT,100,55,0,0.755556,0.244444,34,11,0.449359,0.539006,-0.000000
75000,MC,CDP,1,0,UCT,UCT,100,60,0,0.825000,0.175000,33,7,0.429939,0.517044,-0.000000
75000,MC,CDP,24,0,UCT,UCT,100,66,0,0.647059,0.352941,22,12,0.394716,0.471085,-0.000000
75000,MC,CDP,48,0,UCT,UCT,100,49,0,0.294118,0.705882,15,36,0.525940,0.579311,-0.000000
75000,MC,CDP,8,0,UCT,UCT,100,65,0,0.628571,0.371429,22,13,0.435408,0.531802,-0.000000
75000,DP,CDP,16,0,UCT,UCT,100,16,0,0.011905,0.988095,1,83,0.678183,0.826215,-0.000000
75000,DP,CDP,1,0,UCT,UCT,100,58,0,0.404762,0.595238,17,25,1.095179,1.139216,-0.000000
75000,DP,CDP,24,0,UCT,UCT,100,9,0,0.000000,1.000000,0,91,0.391639,0.473618,-0.000000
75000,DP,CDP,48,0,UCT,UCT,100,2,0,0.000000,1.000000,0,98,0.415911,0.560595,-0.000000
75000,DP,CDP,4,0,UCT,UCT,100,57,0,0.255814,0.744186,11,32,0.496670,0.521361,-0.000000
75000,DP,CDP,8,0,UCT,UCT,100,35,0,0.123077,0.876923,8,57,0.473089,0.532152,-0.000000
75000,Trails,CDP,16,0,UCT,UCT,100,45,0,0.090909,0.909091,5,50,0.827845,0.836127,-0.000000
75000,Trails,CDP,1,0,UCT,UCT,100,59,0,0.536585,0.463415,22,19,0.530861,0.527452,-0.000000
75000,Trails,CDP,24,0,UCT,UCT,100,37,0,0.031746,0.968254,2,61,0.453635,0.483155,-0.000000
75000,Trails,CDP,48,0,UCT,UCT,100,24,0,0.000000,1.000000,0,76,0.544725,0.577709,-0.000000
75000,Trails,CDP,4,0,UCT,UCT,100,60,0,0.475000,0.525000,19,21,0.534909,0.529637,-0.000000
75000,Trails,CDP,8,0,UCT,UCT,100,51,0,0.326531,0.673469,16,33,0.546199,0.537072,-0.000000
