Seed, Instance, GS_level,  Iterations, H , GS_Move, GS_Move_Val, UCT_Move, UCT_Move_Val, UCT_GS_Move_Val, CDP_Move, CDP_Move_Val, CDP_GS_Move_Val, MM_Move, MM_Move_Val, MM_GS_Move_Val
720, 720, 12, 5000, h3 , 0, 1.000000, 0, 0.131740, 0.131740, 0, 0.134969 , 0.134969, 0, 1.000000 , 1.000000
721, 721, 12, 5000, h3 , 4, 1.000000, 4, 0.293802, 0.293802, 4, 0.294363 , 0.294363, 4, 1.000000 , 1.000000
722, 722, 12, 5000, h3 , 0, 1.000000, 0, 0.192837, 0.192837, 0, 0.199287 , 0.199287, 0, 1.000000 , 1.000000
723, 723, 12, 5000, h3 , 2, 1.000000, 4, 0.411115, 0.238480, 4, 0.415348 , 0.238480, 2, 1.000000 , 1.000000
724, 724, 12, 5000, h3 , 0, 1.000000, 1, 0.402041, 0.162353, 1, 0.401430 , 0.162353, 0, 1.000000 , 1.000000
725, 725, 12, 5000, h3 , 0, 1.000000, 2, 0.044108, 0.022857, 3, 0.041638 , 0.019672, 0, 0.000000 , 0.000000
726, 726, 12, 5000, h3 , 0, 1.000000, 0, 0.474432, 0.474432, 0, 0.475811 , 0.475811, 0, 1.000000 , 1.000000
727, 727, 12, 5000, h3 , 0, 1.000000, 1, 0.178642, 0.094412, 1, 0.179069 , 0.091787, 0, 1.000000 , 1.000000
728, 728, 12, 5000, h3 , 4, 1.000000, 2, 0.103948, 0.102751, 2, 0.102834 , 0.102751, 0, 1.000000 , -1.000000
729, 729, 12, 5000, h3 , 0, 1.000000, 2, 0.260807, 0.102662, 2, 0.260807 , 0.108987, 0, 1.000000 , 1.000000
730, 730, 12, 5000, h3 , 3, 1.000000, 3, 0.093254, 0.093254, 3, 0.093254 , 0.093254, 0, 0.000000 , -1.000000
731, 731, 12, 5000, h3 , 0, 1.000000, 1, 0.213810, 0.161167, 1, 0.215000 , 0.161167, 0, 1.000000 , 1.000000
732, 732, 12, 5000, h3 , 0, 1.000000, 0, 0.174523, 0.174523, 0, 0.171734 , 0.171734, 0, 1.000000 , 1.000000
733, 733, 12, 5000, h3 , 0, 0.000000, 2, 0.048666, 0.038683, 2, 0.054893 , 0.038683, 0, 1.000000 , 1.000000
734, 734, 12, 5000, h3 , 6, 0.000000, 0, 0.061404, 0.000000, 0, 0.064568 , 0.000000, 0, 1.000000 , 0.000000
735, 735, 12, 5000, h3 , 6, 0.000000, 2, 0.106667, 0.000000, 2, 0.106667 , 0.000000, 0, -1.000000 , 0.000000
736, 736, 12, 5000, h3 , 0, 1.000000, 5, 0.226347, 0.049702, 5, 0.226347 , 0.049702, 2, 1.000000 , -1.000000
737, 737, 12, 5000, h3 , 4, 1.000000, 4, 0.108127, 0.108127, 4, 0.108127 , 0.108127, 0, -1.000000 , -1.000000
738, 738, 12, 5000, h3 , 2, 1.000000, 1, 0.078267, 0.023337, 1, 0.073736 , 0.022248, 0, -1.000000 , -1.000000
739, 739, 12, 5000, h3 , 6, 0.000000, 1, 0.080073, 0.000000, 1, 0.076970 , 0.000000, 0, -1.000000 , 0.000000
740, 740, 12, 5000, h3 , 0, 1.000000, 0, 0.171200, 0.171200, 0, 0.173077 , 0.173077, 0, 1.000000 , 1.000000
741, 741, 12, 5000, h3 , 1, 1.000000, 1, 0.061305, 0.061305, 1, 0.063576 , 0.063576, 0, -1.000000 , -1.000000
742, 742, 12, 5000, h3 , 0, 1.000000, 1, 0.431301, -0.030488, 1, 0.432498 , -0.030488, 0, 1.000000 , 1.000000
743, 743, 12, 5000, h3 , 6, 0.000000, 2, 0.122036, 0.000000, 2, 0.122036 , 0.000000, 0, 1.000000 , 0.000000
744, 744, 12, 5000, h3 , 0, 1.000000, 2, 0.188291, 0.026846, 2, 0.192292 , 0.025295, 0, 1.000000 , 1.000000
745, 745, 12, 5000, h3 , 6, 0.000000, 3, 0.071664, 0.000000, 3, 0.071664 , 0.000000, 5, 0.000000 , 0.000000
746, 746, 12, 5000, h3 , 1, 1.000000, 1, 0.052246, 0.052246, 1, 0.052246 , 0.052246, 4, 1.000000 , -1.000000
747, 747, 12, 5000, h3 , 3, 1.000000, 3, 0.264175, 0.264175, 3, 0.270224 , 0.270224, 0, 1.000000 , 1.000000
748, 748, 12, 5000, h3 , 0, 1.000000, 0, 0.121723, 0.121723, 0, 0.121723 , 0.121723, 0, 1.000000 , 1.000000
749, 749, 12, 5000, h3 , 3, 0.000000, 3, 0.237736, 0.237736, 3, 0.243888 , 0.243888, 0, -1.000000 , -1.000000
750, 750, 12, 5000, h3 , 0, 1.000000, 1, 0.301085, 0.133333, 1, 0.301176 , 0.133333, 0, 1.000000 , 1.000000
751, 751, 12, 5000, h3 , 0, 1.000000, 2, 0.160065, 0.012750, 2, 0.160065 , 0.012750, 2, 1.000000 , -1.000000
752, 752, 12, 5000, h3 , 3, 1.000000, 1, 0.091743, 0.078924, 1, 0.092515 , 0.078924, 2, 1.000000 , 0.000000
753, 753, 12, 5000, h3 , 0, 1.000000, 0, 0.198024, 0.198024, 0, 0.197859 , 0.197859, 0, 1.000000 , 1.000000
754, 754, 12, 5000, h3 , 0, 1.000000, 1, 0.207090, 0.149644, 1, 0.211340 , 0.149644, 0, 1.000000 , 1.000000
755, 755, 12, 5000, h3 , 0, 1.000000, 0, 0.174274, 0.174274, 0, 0.177561 , 0.177561, 0, 1.000000 , 1.000000
756, 756, 12, 5000, h3 , 0, 1.000000, 0, 0.079228, 0.079228, 0, 0.076820 , 0.076820, 0, 1.000000 , 1.000000
757, 757, 12, 5000, h3 , 0, 1.000000, 0, 0.087464, 0.087464, 0, 0.087464 , 0.087464, 0, 1.000000 , 1.000000
758, 758, 12, 5000, h3 , 6, 0.000000, 4, 0.135691, 0.000000, 4, 0.136851 , 0.000000, 1, 1.000000 , 0.000000
759, 759, 12, 5000, h3 , 0, 1.000000, 0, 0.151515, 0.151515, 0, 0.149673 , 0.149673, 0, 1.000000 , 1.000000
760, 760, 12, 5000, h3 , 0, 1.000000, 0, 0.188960, 0.188960, 0, 0.191489 , 0.191489, 0, 1.000000 , 1.000000
761, 761, 12, 5000, h3 , 0, 1.000000, 1, 0.162055, 0.061453, 1, 0.166100 , 0.061453, 0, 1.000000 , 1.000000
762, 762, 12, 5000, h3 , 2, 1.000000, 2, 0.063300, 0.063300, 2, 0.059286 , 0.059286, 0, 0.000000 , -1.000000
763, 763, 12, 5000, h3 , 0, 1.000000, 2, 0.180784, 0.128107, 2, 0.181761 , 0.128107, 0, 1.000000 , 1.000000
764, 764, 12, 5000, h3 , 0, 0.000000, 4, 0.070956, 0.054152, 4, 0.068716 , 0.054252, 0, -1.000000 , -1.000000
765, 765, 12, 5000, h3 , 0, 1.000000, 1, 0.051652, -0.022022, 1, 0.050373 , -0.009128, 0, -1.000000 , -1.000000
766, 766, 12, 5000, h3 , 0, 1.000000, 0, 0.199239, 0.199239, 0, 0.198379 , 0.198379, 0, 1.000000 , 1.000000
767, 767, 12, 5000, h3 , 0, 1.000000, 3, 0.234649, 0.139640, 3, 0.234649 , 0.139640, 0, 1.000000 , 1.000000
768, 768, 12, 5000, h3 , 0, 1.000000, 2, 0.076751, 0.051789, 2, 0.084147 , 0.051789, 0, 1.000000 , 1.000000
769, 769, 12, 5000, h3 , 1, 1.000000, 1, 0.502527, 0.502527, 1, 0.501928 , 0.501928, 1, 1.000000 , 1.000000
770, 770, 12, 5000, h3 , 0, 1.000000, 0, 0.133690, 0.133690, 0, 0.134763 , 0.134763, 0, 1.000000 , 1.000000
771, 771, 12, 5000, h3 , 0, 1.000000, 3, 0.250908, 0.112360, 3, 0.250456 , 0.112360, 2, 0.000000 , -1.000000
772, 772, 12, 5000, h3 , 0, 1.000000, 5, 0.274909, 0.119013, 5, 0.277514 , 0.120411, 5, 1.000000 , -1.000000
773, 773, 12, 5000, h3 , 6, 0.000000, 0, 0.039696, 0.000000, 0, 0.040644 , 0.000000, 1, 1.000000 , 0.000000
774, 774, 12, 5000, h3 , 0, 1.000000, 1, 0.205775, 0.155608, 1, 0.210065 , 0.162957, 0, 1.000000 , 1.000000
775, 775, 12, 5000, h3 , 2, 1.000000, 3, 0.092042, 0.091036, 3, 0.092042 , 0.090909, 0, 0.000000 , -1.000000
776, 776, 12, 5000, h3 , 0, 1.000000, 3, 0.052181, 0.004449, 3, 0.052181 , 0.004449, 0, 1.000000 , 1.000000
777, 777, 12, 5000, h3 , 6, 0.000000, 0, 0.130137, 0.000000, 0, 0.126814 , 0.000000, 3, 0.000000 , 0.000000
778, 778, 12, 5000, h3 , 6, 0.000000, 2, 0.033948, 0.000000, 2, 0.033948 , 0.000000, 0, 0.000000 , 0.000000
779, 779, 12, 5000, h3 , 0, 1.000000, 1, 0.211850, 0.030631, 1, 0.211730 , 0.030631, 0, 1.000000 , 1.000000
780, 780, 12, 5000, h3 , 0, 1.000000, 2, 0.115097, 0.114865, 2, 0.116105 , 0.115877, 0, 1.000000 , 1.000000
781, 781, 12, 5000, h3 , 0, 1.000000, 0, 0.138023, 0.138023, 0, 0.141811 , 0.141811, 0, 0.000000 , 0.000000
782, 782, 12, 5000, h3 , 0, 1.000000, 1, 0.088844, 0.077961, 1, 0.091762 , 0.077961, 1, 0.000000 , -1.000000
783, 783, 12, 5000, h3 , 0, 1.000000, 2, 0.171881, 0.030457, 2, 0.173931 , 0.030457, 1, 1.000000 , -1.000000
784, 784, 12, 5000, h3 , 1, 1.000000, 2, 0.221287, 0.161802, 2, 0.220346 , 0.161802, 1, 1.000000 , 1.000000
785, 785, 12, 5000, h3 , 0, 0.000000, 0, 0.175732, 0.175732, 0, 0.176647 , 0.176647, 0, 1.000000 , 1.000000
786, 786, 12, 5000, h3 , 4, 1.000000, 2, 0.169903, 0.046259, 2, 0.171033 , 0.050546, 4, 1.000000 , 1.000000
787, 787, 12, 5000, h3 , 2, 1.000000, 4, 0.019892, 0.001056, 4, 0.019892 , 0.001056, 2, 1.000000 , 1.000000
788, 788, 12, 5000, h3 , 0, 1.000000, 1, 0.142351, 0.083505, 1, 0.143195 , 0.082730, 1, 1.000000 , 0.000000
789, 789, 12, 5000, h3 , 0, 1.000000, 0, 0.127760, 0.127760, 0, 0.136797 , 0.136797, 0, 1.000000 , 1.000000
790, 790, 12, 5000, h3 , 6, 0.000000, 3, 0.181978, 0.000000, 3, 0.182523 , 0.000000, 3, 0.000000 , 0.000000
791, 791, 12, 5000, h3 , 1, 1.000000, 1, 0.054232, 0.054232, 1, 0.054232 , 0.054232, 1, 1.000000 , 1.000000
792, 792, 12, 5000, h3 , 0, 1.000000, 1, 0.173197, 0.037559, 1, 0.174766 , 0.037559, 0, 1.000000 , 1.000000
793, 793, 12, 5000, h3 , 0, 1.000000, 2, 0.104613, 0.035194, 2, 0.109079 , 0.028117, 1, 1.000000 , -1.000000
794, 794, 12, 5000, h3 , 6, 0.000000, 0, 0.121799, 0.000000, 0, 0.114146 , 0.000000, 3, 1.000000 , 0.000000
795, 795, 12, 5000, h3 , 6, 0.000000, 0, 0.091070, 0.000000, 0, 0.093065 , 0.000000, 0, 0.000000 , 0.000000
796, 796, 12, 5000, h3 , 2, 1.000000, 2, 0.068966, 0.068966, 4, 0.067659 , 0.066489, 0, -1.000000 , -1.000000
797, 797, 12, 5000, h3 , 0, 1.000000, 4, 0.109212, 0.058548, 4, 0.114264 , 0.058548, 2, 1.000000 , -1.000000
798, 798, 12, 5000, h3 , 0, 1.000000, 0, 0.110697, 0.110697, 0, 0.110280 , 0.110280, 0, -1.000000 , -1.000000
799, 799, 12, 5000, h3 , 0, 1.000000, 1, 0.158985, 0.145913, 1, 0.157152 , 0.145913, 0, 1.000000 , 1.000000
800, 800, 12, 5000, h3 , 0, 1.000000, 2, 0.212766, 0.184625, 2, 0.212766 , 0.194258, 0, 1.000000 , 1.000000
801, 801, 12, 5000, h3 , 0, 1.000000, 1, 0.260376, 0.002762, 1, 0.261506 , 0.011236, 0, 1.000000 , 1.000000
802, 802, 12, 5000, h3 , 0, 1.000000, 0, 0.107053, 0.107053, 0, 0.104430 , 0.104430, 0, 1.000000 , 1.000000
803, 803, 12, 5000, h3 , 0, 1.000000, 0, 0.174216, 0.174216, 0, 0.174975 , 0.174975, 0, 1.000000 , 1.000000
804, 804, 12, 5000, h3 , 6, 0.000000, 3, 0.122165, 0.000000, 3, 0.122165 , 0.000000, 0, -1.000000 , 0.000000
805, 805, 12, 5000, h3 , 0, 1.000000, 0, 0.112875, 0.112875, 0, 0.117612 , 0.117612, 0, 1.000000 , 1.000000
806, 806, 12, 5000, h3 , 1, 1.000000, 2, 0.109566, 0.017016, 2, 0.120767 , 0.019737, 0, 1.000000 , 0.000000
807, 807, 12, 5000, h3 , 0, 1.000000, 2, 0.066939, 0.050584, 2, 0.070434 , 0.050584, 0, 0.000000 , 0.000000
808, 808, 12, 5000, h3 , 0, 1.000000, 2, 0.380200, 0.121053, 2, 0.379933 , 0.121053, 1, 1.000000 , 0.000000
809, 809, 12, 5000, h3 , 2, 0.000000, 2, 0.114553, 0.114553, 2, 0.119392 , 0.119392, 0, 1.000000 , -1.000000
810, 810, 12, 5000, h3 , 4, 1.000000, 4, 0.120858, 0.120858, 4, 0.120858 , 0.120858, 0, -1.000000 , -1.000000
811, 811, 12, 5000, h3 , 2, 1.000000, 2, 0.338967, 0.338967, 2, 0.340235 , 0.340235, 2, 1.000000 , 1.000000
812, 812, 12, 5000, h3 , 0, 1.000000, 0, 0.107264, 0.107264, 0, 0.109524 , 0.109524, 0, 1.000000 , 1.000000
813, 813, 12, 5000, h3 , 0, 0.000000, 3, 0.139269, -0.005556, 3, 0.138873 , -0.005556, 0, -1.000000 , -1.000000
814, 814, 12, 5000, h3 , 0, 1.000000, 1, 0.072686, -0.024422, 1, 0.078420 , -0.028497, 0, 1.000000 , 1.000000
815, 815, 12, 5000, h3 , 0, 1.000000, 2, 0.155532, 0.081897, 2, 0.150526 , 0.081897, 1, 0.000000 , -1.000000
816, 816, 12, 5000, h3 , 0, 1.000000, 0, 0.045612, 0.045612, 0, 0.048510 , 0.048510, 0, -1.000000 , -1.000000
817, 817, 12, 5000, h3 , 0, 1.000000, 3, 0.195249, 0.115800, 3, 0.195249 , 0.115800, 0, 1.000000 , 1.000000
818, 818, 12, 5000, h3 , 0, 1.000000, 2, 0.344032, 0.145522, 2, 0.345086 , 0.145522, 0, 1.000000 , 1.000000
819, 819, 12, 5000, h3 , 3, 1.000000, 3, 0.249096, 0.249096, 3, 0.251511 , 0.251511, 3, 1.000000 , 1.000000
820, 820, 12, 5000, h3 , 0, 1.000000, 1, 0.130048, 0.070505, 1, 0.127660 , 0.066116, 0, 1.000000 , 1.000000
821, 821, 12, 5000, h3 , 0, 1.000000, 1, 0.106981, -0.013636, 1, 0.106981 , 0.014019, 1, 1.000000 , -1.000000
822, 822, 12, 5000, h3 , 1, 1.000000, 1, 0.345348, 0.345348, 1, 0.346180 , 0.346180, 0, 1.000000 , 1.000000
823, 823, 12, 5000, h3 , 0, 1.000000, 2, 0.159783, 0.123727, 2, 0.159783 , 0.112967, 0, 1.000000 , 1.000000
824, 824, 12, 5000, h3 , 0, 1.000000, 2, 0.111958, 0.018945, 2, 0.111958 , 0.018945, 0, 1.000000 , 1.000000
825, 825, 12, 5000, h3 , 0, 1.000000, 0, 0.082234, 0.082234, 0, 0.082234 , 0.082234, 0, 1.000000 , 1.000000
826, 826, 12, 5000, h3 , 0, 1.000000, 0, 0.066981, 0.066981, 0, 0.065341 , 0.065341, 1, 1.000000 , 0.000000
827, 827, 12, 5000, h3 , 0, 1.000000, 3, 0.129792, -999999999.000000, 3, 0.132086 , -999999999.000000, 3, 1.000000 , -999999999.000000
828, 828, 12, 5000, h3 , 0, 1.000000, 1, 0.204756, -0.055096, 1, 0.205298 , -0.033803, 0, 1.000000 , 1.000000
829, 829, 12, 5000, h3 , 2, 1.000000, 2, 0.055147, 0.055147, 2, 0.051661 , 0.051661, 0, 1.000000 , 1.000000
830, 830, 12, 5000, h3 , 0, 1.000000, 0, 0.108980, 0.108980, 0, 0.111111 , 0.111111, 1, 1.000000 , 0.000000
831, 831, 12, 5000, h3 , 0, 1.000000, 4, 0.052251, 0.004831, 4, 0.049194 , -0.004896, 0, -1.000000 , -1.000000
832, 832, 12, 5000, h3 , 0, 1.000000, 2, 0.144450, -0.032854, 2, 0.142724 , -0.026915, 1, 1.000000 , -1.000000
833, 833, 12, 5000, h3 , 0, 1.000000, 2, 0.119536, 0.061005, 2, 0.119536 , 0.061005, 0, 1.000000 , 1.000000
834, 834, 12, 5000, h3 , 6, 0.000000, 0, 0.043127, 0.000000, 0, 0.038670 , 0.000000, 3, 0.000000 , 0.000000
835, 835, 12, 5000, h3 , 0, 1.000000, 3, 0.195155, 0.002283, 3, 0.194023 , 0.002283, 0, 1.000000 , 1.000000
836, 836, 12, 5000, h3 , 0, 1.000000, 1, 0.253081, 0.109195, 1, 0.252980 , 0.122449, 0, 1.000000 , 1.000000
837, 837, 12, 5000, h3 , 6, 0.000000, 5, 0.089124, 0.000000, 5, 0.089124 , 0.000000, 4, 1.000000 , 0.000000
838, 838, 12, 5000, h3 , 0, 1.000000, 1, 0.137352, 0.007005, 1, 0.137352 , 0.007005, 1, 1.000000 , -1.000000
839, 839, 12, 5000, h3 , 0, 1.000000, 2, 0.214662, 0.112150, 2, 0.216240 , 0.113716, 0, 1.000000 , 1.000000
840, 840, 12, 5000, h3 , 0, 1.000000, 4, 0.133984, 0.120039, 4, 0.133984 , 0.125367, 0, 1.000000 , 1.000000
841, 841, 12, 5000, h3 , 0, 1.000000, 1, 0.116868, 0.011834, 1, 0.121880 , 0.011834, 4, 1.000000 , -1.000000
842, 842, 12, 5000, h3 , 0, 1.000000, 0, 0.139348, 0.139348, 0, 0.139348 , 0.139348, 0, 1.000000 , 1.000000
843, 843, 12, 5000, h3 , 2, 1.000000, 2, 0.116473, 0.116473, 2, 0.116473 , 0.116473, 0, 1.000000 , 1.000000
844, 844, 12, 5000, h3 , 0, 1.000000, 1, 0.108204, 0.033113, 1, 0.107780 , 0.033113, 1, 0.000000 , -1.000000
845, 845, 12, 5000, h3 , 0, 1.000000, 1, 0.396619, -0.015707, 1, 0.395751 , -0.015707, 1, 1.000000 , 0.000000
846, 846, 12, 5000, h3 , 0, 1.000000, 3, 0.120607, 0.088017, 3, 0.124199 , 0.088017, 0, 1.000000 , 1.000000
847, 847, 12, 5000, h3 , 0, 1.000000, 2, 0.319030, -0.011111, 2, 0.315568 , -0.011111, 2, 1.000000 , 0.000000
848, 848, 12, 5000, h3 , 0, 1.000000, 4, 0.323711, 0.140704, 4, 0.325647 , 0.140704, 0, 1.000000 , 1.000000
849, 849, 12, 5000, h3 , 4, 1.000000, 4, 0.099301, 0.099301, 4, 0.099301 , 0.099301, 4, 1.000000 , 1.000000
850, 850, 12, 5000, h3 , 1, 1.000000, 5, 0.444308, 0.440026, 5, 0.453424 , 0.438630, 0, 1.000000 , 1.000000
851, 851, 12, 5000, h3 , 1, 0.000000, 3, 0.155911, -0.014344, 3, 0.153919 , -0.014344, 2, 1.000000 , -1.000000
852, 852, 12, 5000, h3 , 0, 1.000000, 2, 0.238405, 0.176710, 2, 0.238405 , 0.182787, 0, 1.000000 , 1.000000
853, 853, 12, 5000, h3 , 0, 0.000000, 3, 0.008663, -0.002056, 3, 0.006203 , -0.004161, 3, 0.000000 , -1.000000
854, 854, 12, 5000, h3 , 1, 0.000000, 3, 0.195505, -0.018349, 3, 0.192693 , -0.018349, 3, 0.000000 , -1.000000
855, 855, 12, 5000, h3 , 0, 1.000000, 1, 0.321786, 0.097192, 1, 0.322319 , 0.115044, 1, 1.000000 , -1.000000
856, 856, 12, 5000, h3 , 3, 1.000000, 5, 0.325449, 0.215781, 5, 0.326386 , 0.215781, 3, 0.000000 , 0.000000
857, 857, 12, 5000, h3 , 0, 1.000000, 4, 0.115207, 0.030598, 4, 0.115207 , 0.036364, 5, 1.000000 , 0.000000
858, 858, 12, 5000, h3 , 0, 1.000000, 0, 0.038736, 0.038736, 0, 0.038736 , 0.038736, 0, 1.000000 , 1.000000
859, 859, 12, 5000, h3 , 0, 1.000000, 3, 0.107776, 0.068452, 3, 0.105335 , 0.067662, 0, 1.000000 , 1.000000
860, 860, 12, 5000, h3 , 0, 1.000000, 1, 0.115776, -0.072650, 1, 0.117121 , -0.072650, 1, 1.000000 , -1.000000
861, 861, 12, 5000, h3 , 0, 1.000000, 2, 0.011940, -0.038348, 5, 0.012277 , -0.038348, 5, 0.000000 , -1.000000
862, 862, 12, 5000, h3 , 2, 0.000000, 2, 0.092437, 0.092437, 2, 0.087719 , 0.087719, 1, 1.000000 , -1.000000
863, 863, 12, 5000, h3 , 1, 1.000000, 0, 0.099347, 0.094167, 0, 0.095378 , 0.090523, 0, 1.000000 , 1.000000
864, 864, 12, 5000, h3 , 0, 0.000000, 0, 0.065780, 0.065780, 0, 0.065780 , 0.065780, 0, -1.000000 , -1.000000
865, 865, 12, 5000, h3 , 0, 1.000000, 3, 0.177577, -0.026201, 3, 0.178132 , -0.026201, 1, 1.000000 , -1.000000
866, 866, 12, 5000, h3 , 0, 1.000000, 2, 0.106774, 0.090158, 2, 0.110727 , 0.090158, 0, 1.000000 , 1.000000
867, 867, 12, 5000, h3 , 0, 1.000000, 0, 0.075867, 0.075867, 0, 0.066711 , 0.066711, 0, 1.000000 , 1.000000
868, 868, 12, 5000, h3 , 6, 0.000000, 5, 0.126144, 0.000000, 5, 0.126144 , 0.000000, 2, 1.000000 , 0.000000
869, 869, 12, 5000, h3 , 1, 1.000000, 0, 0.114716, 0.031133, 0, 0.112660 , 0.031133, 4, 1.000000 , 0.000000
870, 870, 12, 5000, h3 , 0, 1.000000, 1, 0.269281, 0.103728, 1, 0.269281 , 0.109121, 0, 1.000000 , 1.000000
871, 871, 12, 5000, h3 , 6, 0.000000, 3, 0.122642, 0.000000, 3, 0.126894 , 0.000000, 3, 1.000000 , 0.000000
872, 872, 12, 5000, h3 , 1, 1.000000, 1, 0.155044, 0.155044, 1, 0.160100 , 0.160100, 1, 1.000000 , 1.000000
873, 873, 12, 5000, h3 , 0, 1.000000, 2, 0.181111, 0.152924, 2, 0.181970 , 0.170732, 0, 1.000000 , 1.000000
874, 874, 12, 5000, h3 , 6, 0.000000, 2, 0.082909, 0.000000, 2, 0.081931 , 0.000000, 0, -1.000000 , 0.000000
875, 875, 12, 5000, h3 , 1, 1.000000, 0, 0.073730, -0.065385, 0, 0.070088 , -0.058140, 0, -1.000000 , -1.000000
876, 876, 12, 5000, h3 , 0, 1.000000, 5, 0.344805, 0.170358, 5, 0.346793 , 0.181347, 0, 1.000000 , 1.000000
877, 877, 12, 5000, h3 , 0, 1.000000, 2, 0.093101, 0.091379, 2, 0.093101 , 0.091379, 2, 1.000000 , -1.000000
878, 878, 12, 5000, h3 , 5, 1.000000, 5, 0.197374, 0.197374, 5, 0.198975 , 0.198975, 0, 1.000000 , 1.000000
879, 879, 12, 5000, h3 , 1, 1.000000, 1, 0.127913, 0.127913, 1, 0.131540 , 0.131540, 1, 1.000000 , 1.000000
880, 880, 12, 5000, h3 , 0, 1.000000, 0, 0.180905, 0.180905, 0, 0.182276 , 0.182276, 0, 1.000000 , 1.000000
881, 881, 12, 5000, h3 , 0, 1.000000, 3, 0.147123, 0.109032, 3, 0.145267 , 0.110930, 0, 1.000000 , 1.000000
882, 882, 12, 5000, h3 , 3, 0.000000, 3, 0.046239, 0.046239, 3, 0.043317 , 0.043317, 0, -1.000000 , -1.000000
883, 883, 12, 5000, h3 , 0, 1.000000, 0, 0.118812, 0.118812, 0, 0.119394 , 0.119394, 0, 1.000000 , 1.000000
884, 884, 12, 5000, h3 , 6, 0.000000, 4, 0.140323, 0.000000, 4, 0.138855 , 0.000000, 5, 0.000000 , 0.000000
885, 885, 12, 5000, h3 , 6, 0.000000, 3, 0.167183, 0.000000, 3, 0.167055 , 0.000000, 0, 1.000000 , 0.000000
886, 886, 12, 5000, h3 , 0, 1.000000, 1, 0.054310, 0.030303, 1, 0.049393 , 0.021834, 0, 1.000000 , 1.000000
887, 887, 12, 5000, h3 , 6, 0.000000, 3, 0.127152, 0.000000, 3, 0.127152 , 0.000000, 0, -1.000000 , 0.000000
888, 888, 12, 5000, h3 , 0, 1.000000, 1, 0.106276, 0.044755, 1, 0.106276 , 0.044755, 1, 1.000000 , 0.000000
889, 889, 12, 5000, h3 , 0, 1.000000, 0, 0.097812, 0.097812, 0, 0.098191 , 0.098191, 0, -1.000000 , -1.000000
890, 890, 12, 5000, h3 , 2, 1.000000, 3, 0.288360, 0.025559, 3, 0.289753 , 0.025559, 0, 1.000000 , 0.000000
891, 891, 12, 5000, h3 , 6, 0.000000, 0, 0.035068, 0.000000, 0, 0.036244 , 0.000000, 0, -1.000000 , 0.000000
892, 892, 12, 5000, h3 , 0, 1.000000, 1, 0.020708, -0.069085, 1, 0.020708 , -0.066087, 1, 1.000000 , -1.000000
893, 893, 12, 5000, h3 , 6, 0.000000, 3, 0.080476, 0.000000, 3, 0.080476 , 0.000000, 2, 0.000000 , 0.000000
894, 894, 12, 5000, h3 , 1, 1.000000, 1, 0.162921, 0.162921, 1, 0.162921 , 0.162921, 1, 1.000000 , 1.000000
895, 895, 12, 5000, h3 , 0, 1.000000, 0, 0.025568, 0.025568, 0, 0.021905 , 0.021905, 2, 1.000000 , -1.000000
896, 896, 12, 5000, h3 , 2, 1.000000, 3, 0.520264, 0.156118, 3, 0.519962 , 0.156118, 2, 1.000000 , 1.000000
897, 897, 12, 5000, h3 , 0, 1.000000, 1, 0.114618, 0.114566, 1, 0.114618 , 0.114566, 0, 1.000000 , 1.000000
898, 898, 12, 5000, h3 , 2, 1.000000, 2, 0.090203, 0.090203, 2, 0.084275 , 0.084275, 0, 0.000000 , -1.000000
899, 899, 12, 5000, h3 , 0, 1.000000, 1, 0.115850, -0.015656, 1, 0.118926 , -0.015656, 0, 0.000000 , 0.000000
900, 900, 12, 5000, h3 , 0, 1.000000, 0, 0.356123, 0.356123, 0, 0.357807 , 0.357807, 0, 1.000000 , 1.000000
901, 901, 12, 5000, h3 , 6, 0.000000, 2, 0.069421, 0.000000, 2, 0.063228 , 0.000000, 5, 1.000000 , 0.000000
902, 902, 12, 5000, h3 , 3, 1.000000, 3, 0.044304, 0.044304, 1, 0.043706 , 0.040508, 0, -1.000000 , -1.000000
903, 903, 12, 5000, h3 , 0, 1.000000, 5, 0.352491, 0.038869, 5, 0.353668 , 0.032491, 0, 1.000000 , 1.000000
904, 904, 12, 5000, h3 , 0, 1.000000, 0, 0.164258, 0.164258, 0, 0.164258 , 0.164258, 0, 1.000000 , 1.000000
905, 905, 12, 5000, h3 , 0, 1.000000, 0, 0.168873, 0.168873, 0, 0.169697 , 0.169697, 0, 1.000000 , 1.000000
906, 906, 12, 5000, h3 , 2, 1.000000, 2, 0.411328, 0.411328, 2, 0.411801 , 0.411801, 2, 1.000000 , 1.000000
907, 907, 12, 5000, h3 , 0, 1.000000, 0, 0.205830, 0.205830, 0, 0.200812 , 0.200812, 0, 1.000000 , 1.000000
908, 908, 12, 5000, h3 , 6, 0.000000, 3, 0.324578, 0.000000, 3, 0.325911 , 0.000000, 0, 1.000000 , 0.000000
909, 909, 12, 5000, h3 , 0, 1.000000, 0, 0.290392, 0.290392, 0, 0.291360 , 0.291360, 0, 1.000000 , 1.000000
910, 910, 12, 5000, h3 , 2, 1.000000, 5, 0.066038, 0.003750, 5, 0.066038 , 0.003750, 0, 0.000000 , 0.000000
911, 911, 12, 5000, h3 , 0, 1.000000, 2, 0.274478, 0.210073, 2, 0.272989 , 0.215621, 2, 1.000000 , 0.000000
