Seed, Instance, GS_level,  Iterations, H , GS_Move, GS_Move_Val, UCT_Move, UCT_Move_Val, UCT_GS_Move_Val, CDP_Move, CDP_Move_Val, CDP_GS_Move_Val, MM_Move, MM_Move_Val, MM_GS_Move_Val
912, 912, 12, 5000, h3 , 0, 1.000000, 2, 0.099604, 0.060353, 2, 0.099604 , 0.063315, 0, 1.000000 , 1.000000
913, 913, 12, 5000, h3 , 0, 1.000000, 4, 0.239334, 0.092838, 4, 0.241955 , 0.092838, 4, 1.000000 , -1.000000
914, 914, 12, 5000, h3 , 2, 1.000000, 2, 0.170076, 0.170076, 2, 0.174808 , 0.174808, 1, 1.000000 , 1.000000
915, 915, 12, 5000, h3 , 0, 1.000000, 2, 0.193218, 0.027778, 2, 0.190538 , 0.027778, 1, 1.000000 , -1.000000
916, 916, 12, 5000, h3 , 0, 1.000000, 0, 0.063584, 0.063584, 0, 0.067109 , 0.067109, 0, 1.000000 , 1.000000
917, 917, 12, 5000, h3 , 6, 0.000000, 0, 0.068796, 0.000000, 0, 0.066336 , 0.000000, 0, -1.000000 , 0.000000
918, 918, 12, 5000, h3 , 3, 1.000000, 1, 0.082072, 0.026854, 1, 0.077662 , 0.033635, 0, 1.000000 , -1.000000
919, 919, 12, 5000, h3 , 3, 1.000000, 3, 0.276997, 0.276997, 3, 0.276997 , 0.276997, 3, 1.000000 , 1.000000
920, 920, 12, 5000, h3 , 0, 1.000000, 1, 0.152825, 0.056128, 1, 0.150644 , 0.056128, 1, 1.000000 , -1.000000
921, 921, 12, 5000, h3 , 0, 1.000000, 0, 0.134576, 0.134576, 0, 0.139583 , 0.139583, 0, 1.000000 , 1.000000
922, 922, 12, 5000, h3 , 2, 1.000000, 0, 0.060426, 0.001372, 0, 0.060426 , 0.001372, 0, 1.000000 , 1.000000
923, 923, 12, 5000, h3 , 6, 0.000000, 1, 0.125664, 0.000000, 1, 0.125664 , 0.000000, 0, -1.000000 , 0.000000
924, 924, 12, 5000, h3 , 0, 1.000000, 5, 0.075847, 0.041026, 5, 0.080059 , 0.041026, 0, -1.000000 , -1.000000
925, 925, 12, 5000, h3 , 0, 1.000000, 1, 0.193322, 0.073365, 1, 0.193322 , 0.073365, 2, 1.000000 , -1.000000
926, 926, 12, 5000, h3 , 0, 1.000000, 0, 0.053968, 0.053968, 0, 0.049442 , 0.049442, 0, -1.000000 , -1.000000
927, 927, 12, 5000, h3 , 0, 1.000000, 1, 0.281719, 0.095495, 1, 0.284142 , 0.095495, 1, 1.000000 , -1.000000
928, 928, 12, 5000, h3 , 1, 1.000000, 1, 0.112523, 0.112523, 1, 0.112523 , 0.112523, 0, -1.000000 , -1.000000
929, 929, 12, 5000, h3 , 3, 1.000000, 0, 0.070211, 0.065107, 3, 0.077320 , 0.077320, 1, 1.000000 , -1.000000
930, 930, 12, 5000, h3 , 0, 1.000000, 1, 0.265355, 0.150748, 1, 0.265355 , 0.141026, 1, 1.000000 , 0.000000
931, 931, 12, 5000, h3 , 0, 1.000000, 2, 0.284080, -0.036364, 2, 0.283454 , -0.036364, 1, 1.000000 , -1.000000
932, 932, 12, 5000, h3 , 1, 1.000000, 2, 0.105657, 0.060377, 2, 0.109349 , 0.055626, 1, 1.000000 , 1.000000
933, 933, 12, 5000, h3 , 0, 1.000000, 1, 0.223813, 0.055453, 1, 0.223813 , 0.055453, 1, 0.000000 , -1.000000
934, 934, 12, 5000, h3 , 2, 1.000000, 2, 0.274722, 0.274722, 2, 0.276463 , 0.276463, 0, 1.000000 , 1.000000
935, 935, 12, 5000, h3 , 1, 1.000000, 1, 0.353725, 0.353725, 1, 0.351692 , 0.351692, 1, 1.000000 , 1.000000
936, 936, 12, 5000, h3 , 6, 0.000000, 1, 0.032040, 0.000000, 1, 0.034043 , 0.000000, 3, 0.000000 , 0.000000
937, 937, 12, 5000, h3 , 0, 1.000000, 2, 0.079625, 0.006196, 2, 0.082795 , 0.006196, 0, -1.000000 , -1.000000
938, 938, 12, 5000, h3 , 0, 1.000000, 5, 0.146544, -999999999.000000, 5, 0.150198 , -999999999.000000, 2, 1.000000 , -999999999.000000
939, 939, 12, 5000, h3 , 6, 0.000000, 0, 0.135624, 0.000000, 0, 0.136473 , 0.000000, 0, -1.000000 , 0.000000
940, 940, 12, 5000, h3 , 3, 1.000000, 3, 0.218325, 0.218325, 3, 0.222164 , 0.222164, 2, 0.000000 , 0.000000
941, 941, 12, 5000, h3 , 6, 0.000000, 0, 0.060811, 0.000000, 0, 0.055849 , 0.000000, 0, -1.000000 , 0.000000
942, 942, 12, 5000, h3 , 0, 1.000000, 1, 0.364715, 0.122931, 1, 0.366190 , 0.136364, 1, 1.000000 , 0.000000
943, 943, 12, 5000, h3 , 6, 0.000000, 3, 0.037307, 0.000000, 3, 0.040717 , 0.000000, 0, -1.000000 , 0.000000
944, 944, 12, 5000, h3 , 0, 1.000000, 1, 0.096232, 0.087428, 1, 0.095819 , 0.087428, 1, 1.000000 , -1.000000
945, 945, 12, 5000, h3 , 0, 1.000000, 1, 0.172142, 0.120798, 1, 0.176354 , 0.120798, 3, 0.000000 , -1.000000
946, 946, 12, 5000, h3 , 0, 1.000000, 2, 0.131597, 0.021311, 2, 0.126856 , 0.029950, 0, 1.000000 , 1.000000
947, 947, 12, 5000, h3 , 2, 1.000000, 2, 0.055172, 0.055172, 2, 0.054020 , 0.054020, 0, 1.000000 , 1.000000
948, 948, 12, 5000, h3 , 2, 1.000000, 2, 0.261194, 0.261194, 2, 0.262796 , 0.262796, 1, 1.000000 , 1.000000
949, 949, 12, 5000, h3 , 0, 1.000000, 1, 0.106549, 0.064257, 1, 0.112565 , 0.067044, 0, 1.000000 , 1.000000
950, 950, 12, 5000, h3 , 0, 1.000000, 1, 0.262290, 0.115057, 1, 0.262781 , 0.115057, 0, 1.000000 , 1.000000
951, 951, 12, 5000, h3 , 6, 0.000000, 0, 0.046423, 0.000000, 0, 0.051262 , 0.000000, 0, -1.000000 , 0.000000
952, 952, 12, 5000, h3 , 2, 1.000000, 2, 0.287983, 0.287983, 2, 0.287934 , 0.287934, 2, 1.000000 , 1.000000
953, 953, 12, 5000, h3 , 0, 1.000000, 0, 0.076265, 0.076265, 0, 0.076265 , 0.076265, 0, 1.000000 , 1.000000
954, 954, 12, 5000, h3 , 0, 1.000000, 1, 0.183908, 0.026316, 1, 0.194654 , 0.024490, 0, 1.000000 , 1.000000
955, 955, 12, 5000, h3 , 0, 1.000000, 1, 0.237740, 0.069930, 1, 0.237264 , 0.056738, 1, 1.000000 , -1.000000
956, 956, 12, 5000, h3 , 0, 1.000000, 0, 0.148529, 0.148529, 0, 0.148529 , 0.148529, 0, 0.000000 , 0.000000
957, 957, 12, 5000, h3 , 2, 1.000000, 2, 0.055186, 0.055186, 2, 0.058000 , 0.058000, 0, -1.000000 , -1.000000
958, 958, 12, 5000, h3 , 6, 0.000000, 5, 0.044709, 0.000000, 5, 0.042415 , 0.000000, 0, -1.000000 , 0.000000
959, 959, 12, 5000, h3 , 6, 0.000000, 4, 0.304000, 0.000000, 4, 0.309441 , 0.000000, 3, 1.000000 , 0.000000
960, 960, 12, 5000, h3 , 0, 0.000000, 1, 0.069032, 0.016690, 4, 0.067281 , 0.016690, 5, 1.000000 , -1.000000
961, 961, 12, 5000, h3 , 1, 1.000000, 2, 0.063301, 0.029380, 2, 0.063301 , 0.029380, 1, 0.000000 , 0.000000
962, 962, 12, 5000, h3 , 6, 0.000000, 1, 0.075000, 0.000000, 1, 0.078600 , 0.000000, 0, 0.000000 , 0.000000
963, 963, 12, 5000, h3 , 0, 1.000000, 0, 0.074510, 0.074510, 0, 0.071090 , 0.071090, 0, 0.000000 , 0.000000
964, 964, 12, 5000, h3 , 1, 1.000000, 1, 0.433907, 0.433907, 1, 0.433907 , 0.433907, 1, 1.000000 , 1.000000
965, 965, 12, 5000, h3 , 2, 1.000000, 2, 0.040930, 0.040930, 1, 0.042870 , 0.040930, 0, -1.000000 , -1.000000
966, 966, 12, 5000, h3 , 0, 0.000000, 5, 0.154653, 0.019576, 5, 0.156236 , 0.022989, 2, 0.000000 , -1.000000
967, 967, 12, 5000, h3 , 0, 1.000000, 0, 0.035379, 0.035379, 0, 0.035379 , 0.035379, 0, 1.000000 , 1.000000
968, 968, 12, 5000, h3 , 0, 1.000000, 3, 0.197433, 0.156881, 3, 0.198408 , 0.156881, 0, 1.000000 , 1.000000
969, 969, 12, 5000, h3 , 0, 1.000000, 0, 0.036910, 0.036910, 0, 0.036910 , 0.036910, 0, 1.000000 , 1.000000
970, 970, 12, 5000, h3 , 0, 1.000000, 0, 0.100794, 0.100794, 0, 0.093600 , 0.093600, 0, 1.000000 , 1.000000
971, 971, 12, 5000, h3 , 0, 1.000000, 4, 0.006705, -0.044733, 4, 0.009615 , -0.042090, 1, 0.000000 , -1.000000
972, 972, 12, 5000, h3 , 0, 1.000000, 0, 0.273512, 0.273512, 0, 0.275766 , 0.275766, 0, 1.000000 , 1.000000
973, 973, 12, 5000, h3 , 6, 0.000000, 3, 0.030089, 0.000000, 3, 0.030089 , 0.000000, 3, 0.000000 , 0.000000
974, 974, 12, 5000, h3 , 6, 0.000000, 4, 0.098279, 0.000000, 4, 0.098434 , 0.000000, 0, -1.000000 , 0.000000
975, 975, 12, 5000, h3 , 6, 0.000000, 1, 0.170431, 0.000000, 1, 0.169518 , 0.000000, 4, 1.000000 , 0.000000
976, 976, 12, 5000, h3 , 2, 1.000000, 2, 0.101746, 0.101746, 2, 0.104740 , 0.104740, 1, 1.000000 , 1.000000
977, 977, 12, 5000, h3 , 0, 1.000000, 2, 0.112026, 0.031546, 2, 0.116318 , 0.038156, 0, 0.000000 , 0.000000
978, 978, 12, 5000, h3 , 3, 1.000000, 5, 0.208268, 0.148416, 5, 0.210388 , 0.136697, 5, 1.000000 , 0.000000
979, 979, 12, 5000, h3 , 6, 0.000000, 3, 0.063375, 0.000000, 3, 0.063375 , 0.000000, 0, -1.000000 , 0.000000
980, 980, 12, 5000, h3 , 0, 1.000000, 0, 0.055890, 0.055890, 0, 0.060105 , 0.060105, 0, 1.000000 , 1.000000
981, 981, 12, 5000, h3 , 0, 1.000000, 2, 0.241947, 0.109164, 2, 0.243392 , 0.109164, 0, 1.000000 , 1.000000
982, 982, 12, 5000, h3 , 0, 1.000000, 4, 0.128093, 0.095661, 4, 0.128093 , 0.102183, 0, 1.000000 , 1.000000
983, 983, 12, 5000, h3 , 0, 1.000000, 0, 0.072727, 0.072727, 0, 0.072727 , 0.072727, 0, 1.000000 , 1.000000
984, 984, 12, 5000, h3 , 6, 0.000000, 1, 0.058824, 0.000000, 1, 0.062992 , 0.000000, 0, -1.000000 , 0.000000
985, 985, 12, 5000, h3 , 0, 1.000000, 2, 0.189926, 0.004357, 2, 0.194238 , 0.010965, 2, 1.000000 , -1.000000
986, 986, 12, 5000, h3 , 0, 1.000000, 3, 0.157328, 0.086674, 3, 0.161238 , 0.083696, 0, 1.000000 , 1.000000
987, 987, 12, 5000, h3 , 0, 1.000000, 1, 0.358737, -0.018100, 1, 0.360010 , -0.018100, 1, 1.000000 , -1.000000
988, 988, 12, 5000, h3 , 0, 1.000000, 0, 0.137332, 0.137332, 0, 0.135879 , 0.135879, 0, 0.000000 , 0.000000
989, 989, 12, 5000, h3 , 0, 1.000000, 4, 0.241662, -999999999.000000, 4, 0.244600 , -999999999.000000, 1, 1.000000 , -999999999.000000
990, 990, 12, 5000, h3 , 0, 1.000000, 0, 0.305650, 0.305650, 0, 0.304065 , 0.304065, 0, 1.000000 , 1.000000
991, 991, 12, 5000, h3 , 0, 1.000000, 3, 0.158915, 0.050874, 3, 0.154397 , 0.050874, 0, 1.000000 , 1.000000
992, 992, 12, 5000, h3 , 0, 1.000000, 2, 0.462164, 0.145631, 2, 0.463886 , 0.131579, 0, 1.000000 , 1.000000
993, 993, 12, 5000, h3 , 1, 1.000000, 0, 0.050142, -0.079723, 0, 0.048739 , -0.079723, 0, 1.000000 , -1.000000
994, 994, 12, 5000, h3 , 1, 0.000000, 2, 0.062230, 0.009409, 2, 0.062230 , 0.006748, 0, 1.000000 , 1.000000
995, 995, 12, 5000, h3 , 0, 1.000000, 0, 0.149115, 0.149115, 0, 0.150935 , 0.150935, 0, 1.000000 , 1.000000
996, 996, 12, 5000, h3 , 5, 0.000000, 5, 0.134146, 0.134146, 5, 0.136667 , 0.136667, 5, 1.000000 , 1.000000
997, 997, 12, 5000, h3 , 1, 1.000000, 1, 0.141805, 0.141805, 1, 0.145320 , 0.145320, 0, 1.000000 , 1.000000
998, 998, 12, 5000, h3 , 0, 1.000000, 5, 0.269789, 0.044496, 5, 0.270764 , 0.044496, 0, 1.000000 , 1.000000
999, 999, 12, 5000, h3 , 0, 0.000000, 1, 0.054626, 0.041461, 1, 0.054626 , 0.041461, 0, -1.000000 , -1.000000
