pits,heuristics,c,policy,iterations,seed,num_games,type_system,sts_size,domain, max_alg, min_alg, mm_level ,num_of_games,num_of_draws,num_of_incomplete,max_win,min_win,total_win_games
6,2,2.5,2,10000,0,100,2,700,0,BFB,MINMAX,3,100,22,0,0.987179,0.012821,77
6,2,2.5,2,1000,0,100,2,1000,0,BFB,MINMAX,3,100,18,0,0.963415,0.036585,79
6,2,2.5,2,1000,0,100,2,100,0,BFB,MINMAX,3,100,48,0,0.923077,0.076923,48
6,2,2.5,2,1000,0,100,2,5000,0,BFB,MINMAX,3,100,16,0,0.988095,0.011905,83
6,2,2.5,2,1000,0,100,2,500,0,BFB,MINMAX,3,100,34,0,1,0,66
6,2,2.5,2,1000,0,100,2,700,0,BFB,MINMAX,3,100,23,0,0.909091,0.090909,70
6,2,2.5,2,15000,0,100,2,1000,0,BFB,MINMAX,3,100,22,0,0.987179,0.012821,77
6,2,2.5,2,15000,0,100,2,100,0,BFB,MINMAX,3,100,39,0,0.95082,0.04918,58
6,2,2.5,2,15000,0,100,2,5000,0,BFB,MINMAX,3,100,20,0,0.9875,0.0125,79
6,2,2.5,2,15000,0,100,2,500,0,BFB,MINMAX,3,100,24,0,1,0,76
6,2,2.5,2,15000,0,100,2,700,0,BFB,MINMAX,3,100,23,0,0.974026,0.025974,75
6,2,2.5,2,5000,0,100,2,1000,0,BFB,MINMAX,3,100,21,0,1,0,79
6,2,2.5,2,5000,0,100,2,100,0,BFB,MINMAX,3,100,44,0,0.803571,0.196429,45
6,2,2.5,2,5000,0,100,2,5000,0,BFB,MINMAX,3,100,13,0,0.988506,0.011494,86
6,2,2.5,2,5000,0,100,2,500,0,BFB,MINMAX,3,100,35,0,0.923077,0.076923,60
6,2,2.5,2,5000,0,100,2,700,0,BFB,MINMAX,3,100,26,0,0.945946,0.054054,70
6,2,2.5,3,100000,0,100,2,1000,0,BFB,MINMAX,3,100,24,0,0.986842,0.013158,75
6,2,2.5,3,100000,0,100,2,100,0,BFB,MINMAX,3,100,50,0,0.76,0.24,38
6,2,2.5,3,100000,0,100,2,5000,0,BFB,MINMAX,3,100,12,0,1,0,88
6,2,2.5,3,100000,0,100,2,500,0,BFB,MINMAX,3,100,26,0,0.959459,0.040541,71
6,2,2.5,3,100000,0,100,2,700,0,BFB,MINMAX,3,100,30,0,0.971429,0.028571,68
6,2,2.5,3,10000,0,100,2,1000,0,BFB,MINMAX,3,100,22,0,0.987179,0.012821,77
6,2,2.5,3,10000,0,100,2,100,0,BFB,MINMAX,3,100,40,0,0.833333,0.166667,50
6,2,2.5,3,10000,0,100,2,5000,0,BFB,MINMAX,3,100,16,0,1,0,84
6,2,2.5,3,10000,0,100,2,500,0,BFB,MINMAX,3,100,32,0,0.970588,0.029412,66
6,2,2.5,3,10000,0,100,2,700,0,BFB,MINMAX,3,100,30,0,1,0,70
6,2,2.5,3,1000,0,100,2,1000,0,BFB,MINMAX,3,100,16,0,0.988095,0.011905,83
6,2,2.5,3,1000,0,100,2,100,0,BFB,MINMAX,3,100,44,0,0.964286,0.035714,54
6,2,2.5,3,1000,0,100,2,5000,0,BFB,MINMAX,3,100,18,0,0.987805,0.012195,81
6,2,2.5,3,1000,0,100,2,500,0,BFB,MINMAX,3,100,30,0,0.957143,0.042857,67
6,2,2.5,3,1000,0,100,2,700,0,BFB,MINMAX,3,100,26,0,0.918919,0.081081,68
6,2,2.5,3,15000,0,100,2,1000,0,BFB,MINMAX,3,100,21,0,1,0,79
6,2,2.5,3,15000,0,100,2,100,0,BFB,MINMAX,3,100,39,0,0.819672,0.180328,50
6,2,2.5,3,15000,0,100,2,5000,0,BFB,MINMAX,3,100,25,0,0.986667,0.013333,74
6,2,2.5,3,15000,0,100,2,500,0,BFB,MINMAX,3,100,27,0,0.972603,0.027397,71
6,2,2.5,3,15000,0,100,2,700,0,BFB,MINMAX,3,100,23,0,0.961039,0.038961,74
6,2,2.5,3,5000,0,100,2,1000,0,BFB,MINMAX,3,100,27,0,0.972603,0.027397,71
6,2,2.5,3,5000,0,100,2,100,0,BFB,MINMAX,3,100,53,0,0.893617,0.106383,42
6,2,2.5,3,5000,0,100,2,5000,0,BFB,MINMAX,3,100,18,0,0.987805,0.012195,81
6,2,2.5,3,5000,0,100,2,500,0,BFB,MINMAX,3,100,31,0,0.985507,0.014493,68
6,2,2.5,3,5000,0,100,2,700,0,BFB,MINMAX,3,100,28,0,0.986111,0.013889,71
6,3,0.5,1,100000,0,100,2,1000,0,BFB,MINMAX,3,100,46,0,0.62963,0.37037,34
6,3,0.5,1,100000,0,100,2,100,0,BFB,MINMAX,3,100,46,0,0.518519,0.481481,28
6,3,0.5,1,100000,0,100,2,5000,0,BFB,MINMAX,3,100,46,0,0.444444,0.555556,24
6,3,0.5,1,100000,0,100,2,500,0,BFB,MINMAX,3,100,48,0,0.615385,0.384615,32
6,3,0.5,1,100000,0,100,2,700,0,BFB,MINMAX,3,100,38,0,0.693548,0.306452,43
6,3,0.5,1,10000,0,100,2,1000,0,BFB,MINMAX,3,100,42,0,0.62069,0.37931,36
6,3,0.5,1,10000,0,100,2,100,0,BFB,MINMAX,3,100,53,0,0.531915,0.468085,25
6,3,0.5,1,10000,0,100,2,5000,0,BFB,MINMAX,3,100,41,0,0.135593,0.864407,8
6,3,0.5,1,10000,0,100,2,500,0,BFB,MINMAX,3,100,47,0,0.698113,0.301887,37
6,3,0.5,1,10000,0,100,2,700,0,BFB,MINMAX,3,100,43,0,0.666667,0.333333,38
6,3,0.5,1,1000,0,100,2,1000,0,BFB,MINMAX,3,100,40,0,0.233333,0.766667,14
6,3,0.5,1,1000,0,100,2,100,0,BFB,MINMAX,3,100,39,0,0.52459,0.47541,32
6,3,0.5,1,1000,0,100,2,5000,0,BFB,MINMAX,3,100,41,0,0.169492,0.830508,10
6,3,0.5,1,1000,0,100,2,500,0,BFB,MINMAX,3,100,53,0,0.510638,0.489362,24
6,3,0.5,1,1000,0,100,2,700,0,BFB,MINMAX,3,100,43,0,0.631579,0.368421,36
6,3,0.5,1,15000,0,100,2,1000,0,BFB,MINMAX,3,100,49,0,0.588235,0.411765,30
6,3,0.5,1,15000,0,100,2,100,0,BFB,MINMAX,3,100,44,0,0.571429,0.428571,32
6,3,0.5,1,15000,0,100,2,5000,0,BFB,MINMAX,3,100,45,0,0.290909,0.709091,16
6,3,0.5,1,15000,0,100,2,500,0,BFB,MINMAX,3,100,54,0,0.630435,0.369565,29
6,3,0.5,1,15000,0,100,2,700,0,BFB,MINMAX,3,100,60,0,0.5,0.5,20
6,3,0.5,1,5000,0,100,2,1000,0,BFB,MINMAX,3,100,54,0,0.608696,0.391304,28
6,3,0.5,1,5000,0,100,2,100,0,BFB,MINMAX,3,100,54,0,0.565217,0.434783,26
6,3,0.5,1,5000,0,100,2,5000,0,BFB,MINMAX,3,100,34,0,0.257576,0.742424,17
6,3,0.5,1,5000,0,100,2,500,0,BFB,MINMAX,3,100,49,0,0.627451,0.372549,32
6,3,0.5,1,5000,0,100,2,700,0,BFB,MINMAX,3,100,45,0,0.563636,0.436364,31
6,3,0.5,2,100000,0,100,2,1000,0,BFB,MINMAX,3,100,47,0,0.698113,0.301887,37
6,3,0.5,2,100000,0,100,2,100,0,BFB,MINMAX,3,100,51,0,0.591837,0.408163,29
6,3,0.5,2,100000,0,100,2,5000,0,BFB,MINMAX,3,100,47,0,0.528302,0.471698,28
6,3,0.5,2,100000,0,100,2,500,0,BFB,MINMAX,3,100,56,0,0.75,0.25,33
6,3,0.5,2,100000,0,100,2,700,0,BFB,MINMAX,3,100,52,0,0.541667,0.458333,26
6,3,0.5,2,10000,0,100,2,1000,0,BFB,MINMAX,3,100,53,0,0.702128,0.297872,33
6,3,0.5,2,10000,0,100,2,100,0,BFB,MINMAX,3,100,54,0,0.434783,0.565217,20
6,3,0.5,2,10000,0,100,2,5000,0,BFB,MINMAX,3,100,45,0,0.490909,0.509091,27
6,3,0.5,2,10000,0,100,2,500,0,BFB,MINMAX,3,100,55,0,0.6,0.4,27
6,3,0.5,2,10000,0,100,2,700,0,BFB,MINMAX,3,100,44,0,0.714286,0.285714,40
6,3,0.5,2,1000,0,100,2,1000,0,BFB,MINMAX,3,100,36,0,0.265625,0.734375,17
6,3,0.5,2,1000,0,100,2,100,0,BFB,MINMAX,3,100,44,0,0.553571,0.446429,31
6,3,0.5,2,1000,0,100,2,5000,0,BFB,MINMAX,3,100,41,0,0.169492,0.830508,10
6,3,0.5,2,1000,0,100,2,500,0,BFB,MINMAX,3,100,49,0,0.529412,0.470588,27
6,3,0.5,2,1000,0,100,2,700,0,BFB,MINMAX,3,100,49,0,0.431373,0.568627,22
6,3,0.5,2,15000,0,100,2,1000,0,BFB,MINMAX,3,100,44,0,0.678571,0.321429,38
6,3,0.5,2,15000,0,100,2,100,0,BFB,MINMAX,3,100,49,0,0.490196,0.509804,25
6,3,0.5,2,15000,0,100,2,5000,0,BFB,MINMAX,3,100,40,0,0.566667,0.433333,34
6,3,0.5,2,15000,0,100,2,500,0,BFB,MINMAX,3,100,51,0,0.591837,0.408163,29
6,3,0.5,2,15000,0,100,2,700,0,BFB,MINMAX,3,100,44,0,0.607143,0.392857,34
6,3,0.5,2,5000,0,100,2,1000,0,BFB,MINMAX,3,100,50,0,0.54,0.46,27
6,3,0.5,2,5000,0,100,2,100,0,BFB,MINMAX,3,100,46,0,0.518519,0.481481,28
6,3,0.5,2,5000,0,100,2,5000,0,BFB,MINMAX,3,100,39,0,0.278689,0.721311,17
6,3,0.5,2,5000,0,100,2,500,0,BFB,MINMAX,3,100,48,0,0.730769,0.269231,38
6,3,0.5,2,5000,0,100,2,700,0,BFB,MINMAX,3,100,38,0,0.66129,0.33871,41
6,3,0.5,3,100000,0,100,2,1000,0,BFB,MINMAX,3,100,47,0,0.509434,0.490566,27
6,3,0.5,3,100000,0,100,2,100,0,BFB,MINMAX,3,100,52,0,0.4375,0.5625,21
6,3,0.5,3,100000,0,100,2,5000,0,BFB,MINMAX,3,100,43,0,0.403509,0.596491,23
6,3,0.5,3,100000,0,100,2,500,0,BFB,MINMAX,3,100,47,0,0.528302,0.471698,28
6,3,0.5,3,100000,0,100,2,700,0,BFB,MINMAX,3,100,48,0,0.5,0.5,26
6,3,0.5,3,10000,0,100,2,1000,0,BFB,MINMAX,3,100,55,0,0.377778,0.622222,17
6,3,0.5,3,10000,0,100,2,100,0,BFB,MINMAX,3,100,49,0,0.411765,0.588235,21
6,3,0.5,3,10000,0,100,2,5000,0,BFB,MINMAX,3,100,47,0,0.415094,0.584906,22
6,3,0.5,3,10000,0,100,2,500,0,BFB,MINMAX,3,100,52,0,0.375,0.625,18
6,3,0.5,3,10000,0,100,2,700,0,BFB,MINMAX,3,100,49,0,0.411765,0.588235,21
6,3,0.5,3,1000,0,100,2,1000,0,BFB,MINMAX,3,100,31,0,0.173913,0.826087,12
6,3,0.5,3,1000,0,100,2,100,0,BFB,MINMAX,3,100,40,0,0.466667,0.533333,28
6,3,0.5,3,1000,0,100,2,5000,0,BFB,MINMAX,3,100,41,0,0.169492,0.830508,10
6,3,0.5,3,1000,0,100,2,500,0,BFB,MINMAX,3,100,45,0,0.381818,0.618182,21
6,3,0.5,3,1000,0,100,2,700,0,BFB,MINMAX,3,100,51,0,0.326531,0.673469,16
6,3,0.5,3,15000,0,100,2,1000,0,BFB,MINMAX,3,100,53,0,0.510638,0.489362,24
6,3,0.5,3,15000,0,100,2,100,0,BFB,MINMAX,3,100,52,0,0.354167,0.645833,17
6,3,0.5,3,15000,0,100,2,5000,0,BFB,MINMAX,3,100,46,0,0.277778,0.722222,15
6,3,0.5,3,15000,0,100,2,500,0,BFB,MINMAX,3,100,47,0,0.339623,0.660377,18
6,3,0.5,3,15000,0,100,2,700,0,BFB,MINMAX,3,100,47,0,0.45283,0.54717,24
6,3,0.5,3,5000,0,100,2,1000,0,BFB,MINMAX,3,100,46,0,0.425926,0.574074,23
6,3,0.5,3,5000,0,100,2,100,0,BFB,MINMAX,3,100,49,0,0.411765,0.588235,21
6,3,0.5,3,5000,0,100,2,5000,0,BFB,MINMAX,3,100,36,0,0.1875,0.8125,12
6,3,0.5,3,5000,0,100,2,500,0,BFB,MINMAX,3,100,43,0,0.561404,0.438596,32
6,3,0.5,3,5000,0,100,2,700,0,BFB,MINMAX,3,100,48,0,0.461538,0.538462,24
6,3,2.5,1,100000,0,100,2,1000,0,BFB,MINMAX,3,100,56,0,0.681818,0.318182,30
6,3,2.5,1,100000,0,100,2,5000,0,BFB,MINMAX,3,100,43,0,0.403509,0.596491,23
6,3,2.5,1,100000,0,100,2,500,0,BFB,MINMAX,3,100,52,0,0.625,0.375,30
6,3,2.5,1,100000,0,100,2,700,0,BFB,MINMAX,3,100,54,0,0.673913,0.326087,31
6,3,2.5,1,10000,0,100,2,1000,0,BFB,MINMAX,3,100,40,0,0.55,0.45,33
6,3,2.5,1,10000,0,100,2,100,0,BFB,MINMAX,3,100,39,0,0.606557,0.393443,37
6,3,2.5,1,10000,0,100,2,5000,0,BFB,MINMAX,3,100,39,0,0.360656,0.639344,22
6,3,2.5,1,10000,0,100,2,500,0,BFB,MINMAX,3,100,49,0,0.627451,0.372549,32
6,3,2.5,1,10000,0,100,2,700,0,BFB,MINMAX,3,100,48,0,0.538462,0.461538,28
6,3,2.5,1,1000,0,100,2,1000,0,BFB,MINMAX,3,100,46,0,0.351852,0.648148,19
6,3,2.5,1,1000,0,100,2,100,0,BFB,MINMAX,3,100,47,0,0.415094,0.584906,22
6,3,2.5,1,1000,0,100,2,5000,0,BFB,MINMAX,3,100,40,0,0.2,0.8,12
6,3,2.5,1,1000,0,100,2,500,0,BFB,MINMAX,3,100,55,0,0.6,0.4,27
6,3,2.5,1,1000,0,100,2,700,0,BFB,MINMAX,3,100,51,0,0.489796,0.510204,24
6,3,2.5,1,15000,0,100,2,1000,0,BFB,MINMAX,3,100,48,0,0.538462,0.461538,28
6,3,2.5,1,15000,0,100,2,100,0,BFB,MINMAX,3,100,62,0,0.605263,0.394737,23
6,3,2.5,1,15000,0,100,2,5000,0,BFB,MINMAX,3,100,55,0,0.311111,0.688889,14
6,3,2.5,1,15000,0,100,2,500,0,BFB,MINMAX,3,100,53,0,0.595745,0.404255,28
6,3,2.5,1,15000,0,100,2,700,0,BFB,MINMAX,3,100,48,0,0.538462,0.461538,28
6,3,2.5,1,5000,0,100,2,1000,0,BFB,MINMAX,3,100,48,0,0.557692,0.442308,29
6,3,2.5,1,5000,0,100,2,100,0,BFB,MINMAX,3,100,56,0,0.5,0.5,22
6,3,2.5,1,5000,0,100,2,5000,0,BFB,MINMAX,3,100,39,0,0.180328,0.819672,11
6,3,2.5,1,5000,0,100,2,500,0,BFB,MINMAX,3,100,59,0,0.585366,0.414634,24
6,3,2.5,1,5000,0,100,2,700,0,BFB,MINMAX,3,100,48,0,0.615385,0.384615,32
6,3,2.5,2,100000,0,100,2,1000,0,BFB,MINMAX,3,100,48,0,0.557692,0.442308,29
6,3,2.5,2,100000,0,100,2,5000,0,BFB,MINMAX,3,100,45,0,0.363636,0.636364,20
6,3,2.5,2,100000,0,100,2,500,0,BFB,MINMAX,3,100,51,0,0.591837,0.408163,29
6,3,2.5,2,100000,0,100,2,700,0,BFB,MINMAX,3,100,52,0,0.6875,0.3125,33
6,3,2.5,2,10000,0,100,2,1000,0,BFB,MINMAX,3,100,55,0,0.622222,0.377778,28
6,3,2.5,2,10000,0,100,2,100,0,BFB,MINMAX,3,100,58,0,0.452381,0.547619,19
6,3,2.5,2,10000,0,100,2,5000,0,BFB,MINMAX,3,100,42,0,0.396552,0.603448,23
6,3,2.5,2,10000,0,100,2,500,0,BFB,MINMAX,3,100,50,0,0.64,0.36,32
6,3,2.5,2,10000,0,100,2,700,0,BFB,MINMAX,3,100,49,0,0.666667,0.333333,34
6,3,2.5,2,1000,0,100,2,1000,0,BFB,MINMAX,3,100,53,0,0.297872,0.702128,14
6,3,2.5,2,1000,0,100,2,100,0,BFB,MINMAX,3,100,55,0,0.488889,0.511111,22
6,3,2.5,2,1000,0,100,2,5000,0,BFB,MINMAX,3,100,40,0,0.2,0.8,12
6,3,2.5,2,1000,0,100,2,500,0,BFB,MINMAX,3,100,51,0,0.510204,0.489796,25
6,3,2.5,2,1000,0,100,2,700,0,BFB,MINMAX,3,100,51,0,0.387755,0.612245,19
6,3,2.5,2,15000,0,100,2,1000,0,BFB,MINMAX,3,100,45,0,0.527273,0.472727,29
6,3,2.5,2,15000,0,100,2,100,0,BFB,MINMAX,3,100,56,0,0.613636,0.386364,27
6,3,2.5,2,15000,0,100,2,5000,0,BFB,MINMAX,3,100,47,0,0.490566,0.509434,26
6,3,2.5,2,15000,0,100,2,500,0,BFB,MINMAX,3,100,58,0,0.619048,0.380952,26
6,3,2.5,2,15000,0,100,2,700,0,BFB,MINMAX,3,100,52,0,0.583333,0.416667,28
6,3,2.5,2,5000,0,100,2,1000,0,BFB,MINMAX,3,100,36,0,0.546875,0.453125,35
6,3,2.5,2,5000,0,100,2,100,0,BFB,MINMAX,3,100,51,0,0.469388,0.530612,23
6,3,2.5,2,5000,0,100,2,5000,0,BFB,MINMAX,3,100,40,0,0.233333,0.766667,14
6,3,2.5,2,5000,0,100,2,500,0,BFB,MINMAX,3,100,42,0,0.568965,0.431034,33
6,3,2.5,2,5000,0,100,2,700,0,BFB,MINMAX,3,100,54,0,0.608696,0.391304,28
6,3,2.5,3,100000,0,100,2,1000,0,BFB,MINMAX,3,100,50,0,0.8,0.2,40
6,3,2.5,3,100000,0,100,2,5000,0,BFB,MINMAX,3,100,51,0,0.530612,0.469388,26
6,3,2.5,3,100000,0,100,2,500,0,BFB,MINMAX,3,100,52,0,0.75,0.25,36
6,3,2.5,3,100000,0,100,2,700,0,BFB,MINMAX,3,100,51,0,0.77551,0.22449,38
6,3,2.5,3,10000,0,100,2,1000,0,BFB,MINMAX,3,100,50,0,0.72,0.28,36
6,3,2.5,3,10000,0,100,2,100,0,BFB,MINMAX,3,100,52,0,0.541667,0.458333,26
6,3,2.5,3,10000,0,100,2,5000,0,BFB,MINMAX,3,100,63,0,0.432432,0.567568,16
6,3,2.5,3,10000,0,100,2,500,0,BFB,MINMAX,3,100,60,0,0.675,0.325,27
6,3,2.5,3,10000,0,100,2,700,0,BFB,MINMAX,3,100,57,0,0.674419,0.325581,29
6,3,2.5,3,1000,0,100,2,1000,0,BFB,MINMAX,3,100,59,0,0.268293,0.731707,11
6,3,2.5,3,1000,0,100,2,100,0,BFB,MINMAX,3,100,55,0,0.533333,0.466667,24
6,3,2.5,3,1000,0,100,2,5000,0,BFB,MINMAX,3,100,40,0,0.2,0.8,12
6,3,2.5,3,1000,0,100,2,500,0,BFB,MINMAX,3,100,55,0,0.377778,0.622222,17
6,3,2.5,3,1000,0,100,2,700,0,BFB,MINMAX,3,100,52,0,0.5625,0.4375,27
6,3,2.5,3,15000,0,100,2,1000,0,BFB,MINMAX,3,100,51,0,0.612245,0.387755,30
6,3,2.5,3,15000,0,100,2,100,0,BFB,MINMAX,3,100,51,0,0.612245,0.387755,30
6,3,2.5,3,15000,0,100,2,5000,0,BFB,MINMAX,3,100,46,0,0.5,0.5,27
6,3,2.5,3,15000,0,100,2,500,0,BFB,MINMAX,3,100,41,0,0.711864,0.288136,42
6,3,2.5,3,15000,0,100,2,700,0,BFB,MINMAX,3,100,48,0,0.634615,0.365385,33
6,3,2.5,3,5000,0,100,2,1000,0,BFB,MINMAX,3,100,53,0,0.446809,0.553191,21
6,3,2.5,3,5000,0,100,2,100,0,BFB,MINMAX,3,100,58,0,0.642857,0.357143,27
6,3,2.5,3,5000,0,100,2,5000,0,BFB,MINMAX,3,100,44,0,0.125,0.875,7
6,3,2.5,3,5000,0,100,2,500,0,BFB,MINMAX,3,100,57,0,0.465116,0.534884,20
6,3,2.5,3,5000,0,100,2,700,0,BFB,MINMAX,3,100,49,0,0.666667,0.333333,34
6,5,0.5,1,100000,0,100,2,1000,0,BFB,MINMAX,3,100,55,0,0.955556,0.044444,43
6,5,0.5,1,100000,0,100,2,100,0,BFB,MINMAX,3,100,55,0,0.488889,0.511111,22
6,5,0.5,1,100000,0,100,2,5000,0,BFB,MINMAX,3,100,51,0,0.897959,0.102041,44
6,5,0.5,1,100000,0,100,2,500,0,BFB,MINMAX,3,100,51,0,0.653061,0.346939,32
6,5,0.5,1,100000,0,100,2,700,0,BFB,MINMAX,3,100,47,0,0.754717,0.245283,40
6,5,0.5,1,10000,0,100,2,1000,0,BFB,MINMAX,3,100,39,0,0.868852,0.131148,53
6,5,0.5,1,10000,0,100,2,100,0,BFB,MINMAX,3,100,45,0,0.454545,0.545455,25
6,5,0.5,1,10000,0,100,2,5000,0,BFB,MINMAX,3,100,48,0,0.903846,0.096154,47
6,5,0.5,1,10000,0,100,2,500,0,BFB,MINMAX,3,100,57,0,0.627907,0.372093,27
6,5,0.5,1,10000,0,100,2,700,0,BFB,MINMAX,3,100,55,0,0.777778,0.222222,35
6,5,0.5,1,1000,0,100,2,1000,0,BFB,MINMAX,3,100,51,0,0.795918,0.204082,39
6,5,0.5,1,1000,0,100,2,100,0,BFB,MINMAX,3,100,53,0,0.446809,0.553191,21
6,5,0.5,1,1000,0,100,2,5000,0,BFB,MINMAX,3,100,55,0,0.755556,0.244444,34
6,5,0.5,1,1000,0,100,2,500,0,BFB,MINMAX,3,100,58,0,0.714286,0.285714,30
6,5,0.5,1,1000,0,100,2,700,0,BFB,MINMAX,3,100,48,0,0.826923,0.173077,43
6,5,0.5,1,15000,0,100,2,1000,0,BFB,MINMAX,3,100,47,0,0.792453,0.207547,42
6,5,0.5,1,15000,0,100,2,100,0,BFB,MINMAX,3,100,53,0,0.361702,0.638298,17
6,5,0.5,1,15000,0,100,2,5000,0,BFB,MINMAX,3,100,47,0,0.981132,0.018868,52
6,5,0.5,1,15000,0,100,2,500,0,BFB,MINMAX,3,100,42,0,0.706897,0.293103,41
6,5,0.5,1,15000,0,100,2,700,0,BFB,MINMAX,3,100,54,0,0.673913,0.326087,31
6,5,0.5,1,5000,0,100,2,1000,0,BFB,MINMAX,3,100,56,0,0.772727,0.227273,34
6,5,0.5,1,5000,0,100,2,100,0,BFB,MINMAX,3,100,48,0,0.384615,0.615385,20
6,5,0.5,1,5000,0,100,2,5000,0,BFB,MINMAX,3,100,48,0,0.923077,0.076923,48
6,5,0.5,1,5000,0,100,2,500,0,BFB,MINMAX,3,100,52,0,0.666667,0.333333,32
6,5,0.5,1,5000,0,100,2,700,0,BFB,MINMAX,3,100,50,0,0.82,0.18,41
6,5,0.5,2,100000,0,100,2,1000,0,BFB,MINMAX,3,100,55,0,0.844444,0.155556,38
6,5,0.5,2,100000,0,100,2,100,0,BFB,MINMAX,3,100,57,0,0.418605,0.581395,18
6,5,0.5,2,100000,0,100,2,5000,0,BFB,MINMAX,3,100,51,0,0.795918,0.204082,39
6,5,0.5,2,100000,0,100,2,500,0,BFB,MINMAX,3,100,51,0,0.734694,0.265306,36
6,5,0.5,2,100000,0,100,2,700,0,BFB,MINMAX,3,100,55,0,0.555556,0.444444,25
6,5,0.5,2,10000,0,100,2,1000,0,BFB,MINMAX,3,100,50,0,0.76,0.24,38
6,5,0.5,2,10000,0,100,2,100,0,BFB,MINMAX,3,100,46,0,0.481481,0.518519,26
6,5,0.5,2,10000,0,100,2,5000,0,BFB,MINMAX,3,100,65,0,0.742857,0.257143,26
6,5,0.5,2,10000,0,100,2,500,0,BFB,MINMAX,3,100,54,0,0.73913,0.26087,34
6,5,0.5,2,10000,0,100,2,700,0,BFB,MINMAX,3,100,57,0,0.744186,0.255814,32
6,5,0.5,2,1000,0,100,2,1000,0,BFB,MINMAX,3,100,55,0,0.822222,0.177778,37
6,5,0.5,2,1000,0,100,2,100,0,BFB,MINMAX,3,100,52,0,0.5,0.5,24
6,5,0.5,2,1000,0,100,2,5000,0,BFB,MINMAX,3,100,55,0,0.755556,0.244444,34
6,5,0.5,2,1000,0,100,2,500,0,BFB,MINMAX,3,100,50,0,0.74,0.26,37
6,5,0.5,2,1000,0,100,2,700,0,BFB,MINMAX,3,100,49,0,0.803922,0.196078,41
6,5,0.5,2,15000,0,100,2,1000,0,BFB,MINMAX,3,100,48,0,0.75,0.25,39
6,5,0.5,2,15000,0,100,2,100,0,BFB,MINMAX,3,100,52,0,0.5,0.5,24
6,5,0.5,2,15000,0,100,2,5000,0,BFB,MINMAX,3,100,43,0,0.859649,0.140351,49
6,5,0.5,2,15000,0,100,2,500,0,BFB,MINMAX,3,100,53,0,0.702128,0.297872,33
6,5,0.5,2,15000,0,100,2,700,0,BFB,MINMAX,3,100,60,0,0.7,0.3,28
6,5,0.5,2,5000,0,100,2,1000,0,BFB,MINMAX,3,100,58,0,0.880952,0.119048,37
6,5,0.5,2,5000,0,100,2,100,0,BFB,MINMAX,3,100,42,0,0.482759,0.517241,28
6,5,0.5,2,5000,0,100,2,5000,0,BFB,MINMAX,3,100,46,0,0.851852,0.148148,46
6,5,0.5,2,5000,0,100,2,500,0,BFB,MINMAX,3,100,47,0,0.698113,0.301887,37
6,5,0.5,2,5000,0,100,2,700,0,BFB,MINMAX,3,100,41,0,0.813559,0.186441,48
6,5,0.5,3,100000,0,100,2,1000,0,BFB,MINMAX,3,100,56,0,0.795455,0.204545,35
6,5,0.5,3,100000,0,100,2,5000,0,BFB,MINMAX,3,100,66,0,0.882353,0.117647,30
6,5,0.5,3,100000,0,100,2,500,0,BFB,MINMAX,3,100,46,0,0.648148,0.351852,35
6,5,0.5,3,100000,0,100,2,700,0,BFB,MINMAX,3,100,46,0,0.759259,0.240741,41
6,5,0.5,3,10000,0,100,2,1000,0,BFB,MINMAX,3,100,44,0,0.857143,0.142857,48
6,5,0.5,3,10000,0,100,2,100,0,BFB,MINMAX,3,100,61,0,0.333333,0.666667,13
6,5,0.5,3,10000,0,100,2,5000,0,BFB,MINMAX,3,100,60,0,0.85,0.15,34
6,5,0.5,3,10000,0,100,2,500,0,BFB,MINMAX,3,100,54,0,0.717391,0.282609,33
6,5,0.5,3,10000,0,100,2,700,0,BFB,MINMAX,3,100,43,0,0.719298,0.280702,41
6,5,0.5,3,1000,0,100,2,1000,0,BFB,MINMAX,3,100,61,0,0.794872,0.205128,31
6,5,0.5,3,1000,0,100,2,100,0,BFB,MINMAX,3,100,49,0,0.568627,0.431373,29
6,5,0.5,3,1000,0,100,2,5000,0,BFB,MINMAX,3,100,54,0,0.76087,0.23913,35
6,5,0.5,3,1000,0,100,2,500,0,BFB,MINMAX,3,100,55,0,0.733333,0.266667,33
6,5,0.5,3,1000,0,100,2,700,0,BFB,MINMAX,3,100,50,0,0.58,0.42,29
6,5,0.5,3,15000,0,100,2,1000,0,BFB,MINMAX,3,100,56,0,0.931818,0.068182,41
6,5,0.5,3,15000,0,100,2,100,0,BFB,MINMAX,3,100,59,0,0.609756,0.390244,25
6,5,0.5,3,15000,0,100,2,5000,0,BFB,MINMAX,3,100,51,0,0.755102,0.244898,37
6,5,0.5,3,15000,0,100,2,500,0,BFB,MINMAX,3,100,60,0,0.675,0.325,27
6,5,0.5,3,15000,0,100,2,700,0,BFB,MINMAX,3,100,52,0,0.833333,0.166667,40
6,5,0.5,3,5000,0,100,2,1000,0,BFB,MINMAX,3,100,51,0,0.734694,0.265306,36
6,5,0.5,3,5000,0,100,2,100,0,BFB,MINMAX,3,100,58,0,0.52381,0.47619,22
6,5,0.5,3,5000,0,100,2,5000,0,BFB,MINMAX,3,100,53,0,0.765957,0.234043,36
6,5,0.5,3,5000,0,100,2,500,0,BFB,MINMAX,3,100,51,0,0.816327,0.183673,40
6,5,0.5,3,5000,0,100,2,700,0,BFB,MINMAX,3,100,47,0,0.735849,0.264151,39
