Parameters:
Random seed: 0
Domain used is: 5
# Pits: 6, Stones per pit: 4
Player 0 (max) --- BFB, C 5.000, Num iterations 25000, with average backups, using heuristic 1
Player 1 (min) --- UCT, C 2.500, Num iterations 5000, with average backups, using heuristic 1
yoyoyoyo -31.436871
-40.000000
-26.313708
-56.313708
-22.142136
-41.000000
-23.313708
-30.213203
-65.041631
-17.556349
-29.313708
-44.041631
-39.556349
-21.556349
-79.313708
-36.071068
-63.142136
-28.242641
-68.071068
-33.627417
-26.213203
-54.071068
-77.656854
-27.242641
-17.142136
-30.627417
-63.970563
-36.284271
-60.213203
-32.213203
-62.242641
-74.455844
-41.041631
-48.455844
-87.284271
-44.627417
-27.384776
-46.142136
-23.899495
-27.798990
-23.485281
-18.656854
-21.798990
-61.798990
-22.970563
-27.455844
-29.041631
-38.899495
-38.627417
-35.627417
-44.556349
-34.313708
-41.526912
-37.727922
-26.798990
-22.384776
-18.899495
-168.254834
-16.142136
-60.899495
-47.656854
-35.727922
-33.242641
-30.041631
-23.384776
-60.656854
-34.000000
-33.798990
-33.414214
-71.142136
-35.041631
-34.414214
-49.485281
-21.142136
-22.798990
-29.970563
-29.970563
-32.656854
-21.384776
-37.071068
-17.556349
-47.455844
-28.485281
-86.627417
-42.828427
-18.899495
-54.656854
-48.313708
-34.242641
-37.213203
-56.656854
-78.970563
-33.727922
-50.384776
-26.727922
-85.142136
-26.313708
-24.384776
-84.627417
-87.455844
-31.798990
-57.970563
-18.727922
-61.071068
-34.213203
-42.656854
-63.284271
-25.656854
-46.769553
-67.112698
-52.455844
-64.970563
-64.455844
-18.142136
-72.284271
-28.828427
-53.071068
-24.899495
-27.798990
-67.798990
-52.798990
-38.455844
-54.597980
-33.142136
-36.455844
-19.142136
-42.727922
-31.041631
-51.213203
-31.041631
-19.556349
-42.656854
-28.242641
-51.485281
-53.313708
-27.485281
-47.071068
-45.071068
-44.556349
-41.455844
-32.384776
-29.041631
-35.112698
-17.556349
-17.485281
-59.313708
-82.970563
-48.899495
-83.213203
-27.071068
-21.970563
-17.485281
-71.627417
-26.384776
-17.556349
-36.627417
-48.656854
-19.556349
-56.142136
-14.727922
-43.698485
-17.727922
-47.727922
-53.556349
-27.384776
-85.597980
-77.284271
-25.384776
-83.627417
-29.041631
-31.627417
-15.313708
-36.870058
-34.041631
-57.798990
-39.112698
-35.455844
-118.970563
-23.727922
-32.455844
-59.970563
-63.142136
-32.727922
-34.698485
-25.384776
-42.656854
-26.213203
-40.414214
-50.242641
-51.384776
-21.970563
-32.384776
-17.142136
-43.414214
-18.142136
-22.071068
-49.284271
-77.142136
-58.213203
-47.627417
-45.727922
-67.112698
-53.213203
-24.798990
-28.213203
-34.970563
-22.384776
-20.556349
-24.313708
-49.384776
-80.597980
-67.000000
-36.455844
-18.828427
-19.556349
-15.899495
-32.384776
-53.556349
-50.355339
-32.313708
-62.627417
-71.627417
-22.727922
-20.384776
-28.828427
-45.485281
-50.526912
-23.313708
-53.384776
-19.970563
-45.142136
-51.798990
-58.213203
-85.041631
-69.970563
-47.627417
-55.899495
-58.656854
-30.556349
-76.941125
-35.941125
-40.071068
-56.970563
-55.041631
-32.627417
-19.142136
-20.970563
-75.313708
-75.313708
-56.597980
-26.798990
-16.142136
-31.414214
-26.627417
-58.727922
-29.485281
-50.798990
-52.698485
-87.455844
-91.970563
-28.828427
-68.384776
-37.242641
-21.727922
-48.384776
-24.627417
-24.556349
-68.556349
-55.656854
-25.242641
-24.899495
-65.798990
-65.798990
-51.455844
-23.485281
-36.384776
-25.142136
-24.485281
-24.828427
-17.313708
-38.698485
-22.142136
-64.970563
-78.213203
-86.656854
-54.112698
-16.071068
-29.627417
-25.556349
-88.213203
-16.142136
-29.313708
-26.656854
-52.769553
-36.828427
-57.455844
-51.041631
-24.071068
-24.414214
-45.414214
-36.698485
-54.941125
-45.556349
-43.656854
-28.798990
-71.627417
-62.556349
-44.071068
-64.313708
-40.627417
-26.727922
-40.142136
-35.970563
-16.727922
-32.384776
-33.213203
-26.970563
-18.970563
-34.485281
-28.727922
-36.384776
-21.970563
-43.798990
-47.828427
-26.627417
-37.313708
-58.213203
-30.414214
-66.313708
-49.012193
-36.970563
-36.656854
-27.213203
-53.213203
-17.313708
-27.384776
-54.970563
-71.213203
-16.485281
-88.941125
-24.142136
-66.284271
-27.798990
-51.899495
-38.000000
-53.970563
-46.414214
-28.828427
-17.727922
-46.556349
-30.384776
-32.828427
-50.870058
-25.142136
-23.384776
-27.627417
-51.000000
-27.485281
-35.284271
-26.384776
-40.041631
-31.485281
-23.798990
-68.769553
-42.384776
-30.284271
-19.142136
-23.727922
-52.142136
-50.071068
-18.727922
-28.798990
-20.142136
-53.656854
-62.071068
-24.384776
-21.798990
-33.656854
-41.656854
-42.071068
-28.242641
-60.142136
-22.485281
-34.828427
-39.041631
-22.727922
-18.656854
-30.455844
-19.899495
-25.313708
-54.556349
-63.870058
-72.970563
-30.284271
-34.970563
-33.556349
-35.455844
-17.727922
-29.213203
-30.870058
-50.627417
-56.970563
-70.414214
-50.656854
-24.556349
-67.142136
-61.870058
-54.000000
-29.627417
-82.970563
-30.071068
-20.142136
-19.899495
-40.213203
-22.313708
-56.213203
-43.828427
-63.556349
-21.485281
-46.727922
-30.213203
-30.899495
-74.970563
-55.627417
-38.769553
-58.384776
-35.899495
-39.414214
-35.899495
-56.112698
-55.556349
-20.970563
-44.112698
-23.798990
-54.656854
-36.242641
-65.656854
-34.071068
-59.142136
-25.970563
-55.384776
-36.455844
-24.970563
-29.041631
-17.556349
-29.041631
-19.142136
-38.798990
-49.313708
-49.899495
-32.213203
-24.242641
-83.627417
-115.941125
-43.071068
-39.384776
-51.000000
-36.414214
-31.414214
-30.556349
-48.656854
-64.313708
-21.556349
-41.941125
-45.656854
-39.899495
-20.899495
-57.213203
-25.556349
-39.313708
-79.142136
-32.213203
-24.384776
-68.627417
-43.941125
-39.656854
-74.384776
-41.000000
-71.213203
-59.142136
-15.485281
-16.727922
-18.142136
-62.970563
-33.242641
-30.485281
-44.242641
-79.213203
-65.870058
-19.142136
-23.798990
-29.455844
-40.485281
-45.627417
-18.142136
-47.656854
-70.727922
-26.485281
-24.142136
-25.970563
-53.970563
-23.727922
-54.313708
-50.627417
-28.213203
-42.828427
-18.727922
-17.556349
-18.142136
-36.556349
-13.313708
-57.242641
-21.727922
-41.870058
-16.142136
