pits,heuristics,c,policy,iterations,seed,num_games,type_system,sts_size, mm_level ,domain, max_alg, min_alg,num_of_games,num_of_draws,num_of_incomplete,max_win,min_win,total_win_games
6,3,0.5,2,5000,0,100,2,500,5,0,BFB,MINMAX,100,39,0,0.229508,0.770492,14
6,3,0.5,2,5000,0,100,2,500,6,0,BFB,MINMAX,100,36,0,0.125,0.875,8
6,3,0.5,2,5000,0,100,2,700,3,0,BFB,MINMAX,100,38,0,0.66129,0.33871,41
6,3,0.5,2,5000,0,100,2,700,4,0,BFB,MINMAX,100,53,0,0.319149,0.680851,15
6,3,0.5,2,5000,0,100,2,700,5,0,BFB,MINMAX,100,51,0,0.244898,0.755102,12
6,3,0.5,2,5000,0,100,2,700,6,0,BFB,MINMAX,100,36,0,0.1875,0.8125,12
6,3,0.5,3,100000,0,100,2,1000,3,0,BFB,MINMAX,100,47,0,0.509434,0.490566,27
6,3,0.5,3,100000,0,100,2,1000,4,0,BFB,MINMAX,100,46,0,0.240741,0.759259,13
6,3,0.5,3,100000,0,100,2,1000,5,0,BFB,MINMAX,100,36,0,0.15625,0.84375,10
6,3,0.5,3,100000,0,100,2,100,3,0,BFB,MINMAX,100,52,0,0.4375,0.5625,21
6,3,0.5,3,100000,0,100,2,100,4,0,BFB,MINMAX,100,40,0,0.183333,0.816667,11
6,3,0.5,3,100000,0,100,2,5000,3,0,BFB,MINMAX,100,43,0,0.403509,0.596491,23
6,3,0.5,3,100000,0,100,2,5000,4,0,BFB,MINMAX,100,42,0,0.155172,0.844828,9
6,3,0.5,3,100000,0,100,2,5000,5,0,BFB,MINMAX,100,37,0,0.095238,0.904762,6
6,3,0.5,3,100000,0,100,2,500,3,0,BFB,MINMAX,100,47,0,0.528302,0.471698,28
6,3,0.5,3,100000,0,100,2,500,4,0,BFB,MINMAX,100,34,0,0.121212,0.878788,8
6,3,0.5,3,100000,0,100,2,500,5,0,BFB,MINMAX,100,39,0,0.131148,0.868852,8
6,3,0.5,3,100000,0,100,2,700,3,0,BFB,MINMAX,100,48,0,0.5,0.5,26
6,3,0.5,3,100000,0,100,2,700,4,0,BFB,MINMAX,100,47,0,0.169811,0.830189,9
6,3,0.5,3,100000,0,100,2,700,5,0,BFB,MINMAX,100,33,0,0.149254,0.850746,10
6,3,0.5,3,10000,0,100,2,1000,3,0,BFB,MINMAX,100,55,0,0.377778,0.622222,17
6,3,0.5,3,10000,0,100,2,1000,4,0,BFB,MINMAX,100,48,0,0.173077,0.826923,9
6,3,0.5,3,10000,0,100,2,1000,5,0,BFB,MINMAX,100,34,0,0.106061,0.893939,7
6,3,0.5,3,10000,0,100,2,100,3,0,BFB,MINMAX,100,49,0,0.411765,0.588235,21
6,3,0.5,3,10000,0,100,2,100,4,0,BFB,MINMAX,100,36,0,0.0625,0.9375,4
6,3,0.5,3,10000,0,100,2,100,5,0,BFB,MINMAX,100,27,0,0.136986,0.863014,10
6,3,0.5,3,10000,0,100,2,5000,3,0,BFB,MINMAX,100,47,0,0.415094,0.584906,22
6,3,0.5,3,10000,0,100,2,5000,4,0,BFB,MINMAX,100,38,0,0.112903,0.887097,7
6,3,0.5,3,10000,0,100,2,5000,5,0,BFB,MINMAX,100,24,0,0.157895,0.842105,12
6,3,0.5,3,10000,0,100,2,500,3,0,BFB,MINMAX,100,52,0,0.375,0.625,18
6,3,0.5,3,10000,0,100,2,500,4,0,BFB,MINMAX,100,50,0,0.16,0.84,8
6,3,0.5,3,10000,0,100,2,500,5,0,BFB,MINMAX,100,41,0,0.169492,0.830508,10
6,3,0.5,3,10000,0,100,2,700,3,0,BFB,MINMAX,100,49,0,0.411765,0.588235,21
6,3,0.5,3,10000,0,100,2,700,4,0,BFB,MINMAX,100,36,0,0.1875,0.8125,12
6,3,0.5,3,10000,0,100,2,700,5,0,BFB,MINMAX,100,39,0,0.098361,0.901639,6
6,3,0.5,3,1000,0,100,2,1000,3,0,BFB,MINMAX,100,31,0,0.173913,0.826087,12
6,3,0.5,3,1000,0,100,2,1000,4,0,BFB,MINMAX,100,33,0,0.074627,0.925373,5
6,3,0.5,3,1000,0,100,2,1000,5,0,BFB,MINMAX,100,23,0,0.090909,0.909091,7
6,3,0.5,3,1000,0,100,2,1000,6,0,BFB,MINMAX,100,20,0,0.025,0.975,2
6,3,0.5,3,1000,0,100,2,100,3,0,BFB,MINMAX,100,40,0,0.466667,0.533333,28
6,3,0.5,3,1000,0,100,2,100,4,0,BFB,MINMAX,100,42,0,0.12069,0.87931,7
6,3,0.5,3,1000,0,100,2,100,5,0,BFB,MINMAX,100,37,0,0.079365,0.920635,5
6,3,0.5,3,1000,0,100,2,100,6,0,BFB,MINMAX,100,39,0,0.04918,0.95082,3
6,3,0.5,3,1000,0,100,2,5000,3,0,BFB,MINMAX,100,41,0,0.169492,0.830508,10
6,3,0.5,3,1000,0,100,2,5000,4,0,BFB,MINMAX,100,22,0,0.012821,0.987179,1
6,3,0.5,3,1000,0,100,2,5000,5,0,BFB,MINMAX,100,26,0,0.013514,0.986486,1
6,3,0.5,3,1000,0,100,2,5000,6,0,BFB,MINMAX,100,16,0,0.011905,0.988095,1
6,3,0.5,3,1000,0,100,2,500,3,0,BFB,MINMAX,100,45,0,0.381818,0.618182,21
6,3,0.5,3,1000,0,100,2,500,4,0,BFB,MINMAX,100,44,0,0.160714,0.839286,9
6,3,0.5,3,1000,0,100,2,500,5,0,BFB,MINMAX,100,34,0,0.075758,0.924242,5
6,3,0.5,3,1000,0,100,2,500,6,0,BFB,MINMAX,100,33,0,0.059701,0.940298,4
6,3,0.5,3,1000,0,100,2,700,3,0,BFB,MINMAX,100,51,0,0.326531,0.673469,16
6,3,0.5,3,1000,0,100,2,700,4,0,BFB,MINMAX,100,35,0,0.061538,0.938462,4
6,3,0.5,3,1000,0,100,2,700,5,0,BFB,MINMAX,100,34,0,0.121212,0.878788,8
6,3,0.5,3,1000,0,100,2,700,6,0,BFB,MINMAX,100,30,0,0.128571,0.871429,9
6,3,0.5,3,15000,0,100,2,1000,3,0,BFB,MINMAX,100,53,0,0.510638,0.489362,24
6,3,0.5,3,15000,0,100,2,1000,4,0,BFB,MINMAX,100,41,0,0.016949,0.983051,1
6,3,0.5,3,15000,0,100,2,1000,5,0,BFB,MINMAX,100,38,0,0.16129,0.83871,10
6,3,0.5,3,15000,0,100,2,100,3,0,BFB,MINMAX,100,52,0,0.354167,0.645833,17
6,3,0.5,3,15000,0,100,2,100,4,0,BFB,MINMAX,100,39,0,0.114754,0.885246,7
6,3,0.5,3,15000,0,100,2,100,5,0,BFB,MINMAX,100,31,0,0.130435,0.869565,9
6,3,0.5,3,15000,0,100,2,5000,3,0,BFB,MINMAX,100,46,0,0.277778,0.722222,15
6,3,0.5,3,15000,0,100,2,5000,4,0,BFB,MINMAX,100,26,0,0.162162,0.837838,12
6,3,0.5,3,15000,0,100,2,5000,5,0,BFB,MINMAX,100,25,0,0.106667,0.893333,8
6,3,0.5,3,15000,0,100,2,500,3,0,BFB,MINMAX,100,47,0,0.339623,0.660377,18
6,3,0.5,3,15000,0,100,2,500,4,0,BFB,MINMAX,100,39,0,0.114754,0.885246,7
6,3,0.5,3,15000,0,100,2,500,5,0,BFB,MINMAX,100,41,0,0.169492,0.830508,10
6,3,0.5,3,15000,0,100,2,700,3,0,BFB,MINMAX,100,47,0,0.45283,0.54717,24
6,3,0.5,3,15000,0,100,2,700,4,0,BFB,MINMAX,100,41,0,0.237288,0.762712,14
6,3,0.5,3,15000,0,100,2,700,5,0,BFB,MINMAX,100,45,0,0.145455,0.854545,8
6,3,0.5,3,5000,0,100,2,1000,3,0,BFB,MINMAX,100,46,0,0.425926,0.574074,23
6,3,0.5,3,5000,0,100,2,1000,4,0,BFB,MINMAX,100,38,0,0.177419,0.822581,11
6,3,0.5,3,5000,0,100,2,1000,5,0,BFB,MINMAX,100,35,0,0.169231,0.830769,11
6,3,0.5,3,5000,0,100,2,1000,6,0,BFB,MINMAX,100,26,0,0.094595,0.905405,7
6,3,0.5,3,5000,0,100,2,100,3,0,BFB,MINMAX,100,49,0,0.411765,0.588235,21
6,3,0.5,3,5000,0,100,2,100,4,0,BFB,MINMAX,100,35,0,0.138462,0.861538,9
6,3,0.5,3,5000,0,100,2,100,5,0,BFB,MINMAX,100,32,0,0.088235,0.911765,6
6,3,0.5,3,5000,0,100,2,100,6,0,BFB,MINMAX,100,34,0,0.121212,0.878788,8
6,3,0.5,3,5000,0,100,2,5000,3,0,BFB,MINMAX,100,36,0,0.1875,0.8125,12
6,3,0.5,3,5000,0,100,2,5000,4,0,BFB,MINMAX,100,22,0,0.038462,0.961538,3
6,3,0.5,3,5000,0,100,2,5000,5,0,BFB,MINMAX,100,27,0,0.013699,0.986301,1
6,3,0.5,3,5000,0,100,2,5000,6,0,BFB,MINMAX,100,25,0,0.013333,0.986667,1
6,3,0.5,3,5000,0,100,2,500,3,0,BFB,MINMAX,100,43,0,0.561404,0.438596,32
6,3,0.5,3,5000,0,100,2,500,4,0,BFB,MINMAX,100,36,0,0.09375,0.90625,6
6,3,0.5,3,5000,0,100,2,500,5,0,BFB,MINMAX,100,41,0,0.152542,0.847458,9
6,3,0.5,3,5000,0,100,2,500,6,0,BFB,MINMAX,100,31,0,0.086957,0.913043,6
6,3,0.5,3,5000,0,100,2,700,3,0,BFB,MINMAX,100,48,0,0.461538,0.538462,24
6,3,0.5,3,5000,0,100,2,700,4,0,BFB,MINMAX,100,47,0,0.132075,0.867925,7
6,3,0.5,3,5000,0,100,2,700,5,0,BFB,MINMAX,100,37,0,0.063492,0.936508,4
6,3,0.5,3,5000,0,100,2,700,6,0,BFB,MINMAX,100,36,0,0.046875,0.953125,3
6,3,2.5,1,100000,0,100,2,1000,3,0,BFB,MINMAX,100,56,0,0.681818,0.318182,30
6,3,2.5,1,100000,0,100,2,1000,4,0,BFB,MINMAX,100,46,0,0.277778,0.722222,15
6,3,2.5,1,100000,0,100,2,1000,5,0,BFB,MINMAX,100,48,0,0.269231,0.730769,14
6,3,2.5,1,100000,0,100,2,100,3,0,BFB,MINMAX,100,46,0,0.611111,0.388889,33
6,3,2.5,1,100000,0,100,2,5000,3,0,BFB,MINMAX,100,43,0,0.403509,0.596491,23
6,3,2.5,1,100000,0,100,2,5000,4,0,BFB,MINMAX,100,31,0,0.115942,0.884058,8
6,3,2.5,1,100000,0,100,2,5000,5,0,BFB,MINMAX,100,39,0,0.04918,0.95082,3
6,3,2.5,1,100000,0,100,2,500,3,0,BFB,MINMAX,100,52,0,0.625,0.375,30
6,3,2.5,1,100000,0,100,2,500,4,0,BFB,MINMAX,100,47,0,0.301887,0.698113,16
6,3,2.5,1,100000,0,100,2,500,5,0,BFB,MINMAX,100,46,0,0.203704,0.796296,11
6,3,2.5,1,100000,0,100,2,700,3,0,BFB,MINMAX,100,54,0,0.673913,0.326087,31
6,3,2.5,1,100000,0,100,2,700,4,0,BFB,MINMAX,100,41,0,0.186441,0.813559,11
6,3,2.5,1,100000,0,100,2,700,5,0,BFB,MINMAX,100,39,0,0.180328,0.819672,11
6,3,2.5,1,10000,0,100,2,1000,3,0,BFB,MINMAX,100,40,0,0.55,0.45,33
6,3,2.5,1,10000,0,100,2,1000,4,0,BFB,MINMAX,100,42,0,0.310345,0.689655,18
6,3,2.5,1,10000,0,100,2,1000,5,0,BFB,MINMAX,100,47,0,0.245283,0.754717,13
6,3,2.5,1,10000,0,100,2,100,3,0,BFB,MINMAX,100,39,0,0.606557,0.393443,37
6,3,2.5,1,10000,0,100,2,100,4,0,BFB,MINMAX,100,43,0,0.157895,0.842105,9
6,3,2.5,1,10000,0,100,2,100,5,0,BFB,MINMAX,100,46,0,0.12963,0.87037,7
6,3,2.5,1,10000,0,100,2,5000,3,0,BFB,MINMAX,100,39,0,0.360656,0.639344,22
6,3,2.5,1,10000,0,100,2,5000,4,0,BFB,MINMAX,100,35,0,0.061538,0.938462,4
6,3,2.5,1,10000,0,100,2,5000,5,0,BFB,MINMAX,100,33,0,0.074627,0.925373,5
6,3,2.5,1,10000,0,100,2,500,3,0,BFB,MINMAX,100,49,0,0.627451,0.372549,32
6,3,2.5,1,10000,0,100,2,500,4,0,BFB,MINMAX,100,51,0,0.142857,0.857143,7
6,3,2.5,1,10000,0,100,2,500,5,0,BFB,MINMAX,100,48,0,0.230769,0.769231,12
6,3,2.5,1,10000,0,100,2,700,3,0,BFB,MINMAX,100,48,0,0.538462,0.461538,28
6,3,2.5,1,10000,0,100,2,700,4,0,BFB,MINMAX,100,48,0,0.192308,0.807692,10
6,3,2.5,1,10000,0,100,2,700,5,0,BFB,MINMAX,100,39,0,0.311475,0.688525,19
6,3,2.5,1,1000,0,100,2,1000,3,0,BFB,MINMAX,100,46,0,0.351852,0.648148,19
6,3,2.5,1,1000,0,100,2,1000,4,0,BFB,MINMAX,100,32,0,0.044118,0.955882,3
6,3,2.5,1,1000,0,100,2,1000,5,0,BFB,MINMAX,100,31,0,0.101449,0.898551,7
6,3,2.5,1,1000,0,100,2,1000,6,0,BFB,MINMAX,100,22,0,0.064103,0.935897,5
6,3,2.5,1,1000,0,100,2,100,3,0,BFB,MINMAX,100,47,0,0.415094,0.584906,22
6,3,2.5,1,1000,0,100,2,100,4,0,BFB,MINMAX,100,55,0,0.155556,0.844444,7
6,3,2.5,1,1000,0,100,2,100,5,0,BFB,MINMAX,100,42,0,0.051724,0.948276,3
6,3,2.5,1,1000,0,100,2,100,6,0,BFB,MINMAX,100,49,0,0.078431,0.921569,4
6,3,2.5,1,1000,0,100,2,5000,3,0,BFB,MINMAX,100,40,0,0.2,0.8,12
6,3,2.5,1,1000,0,100,2,5000,4,0,BFB,MINMAX,100,28,0,0.041667,0.958333,3
6,3,2.5,1,1000,0,100,2,5000,5,0,BFB,MINMAX,100,19,0,0.049383,0.950617,4
6,3,2.5,1,1000,0,100,2,5000,6,0,BFB,MINMAX,100,11,0,0.022472,0.977528,2
6,3,2.5,1,1000,0,100,2,500,3,0,BFB,MINMAX,100,55,0,0.6,0.4,27
6,3,2.5,1,1000,0,100,2,500,4,0,BFB,MINMAX,100,53,0,0.191489,0.808511,9
6,3,2.5,1,1000,0,100,2,500,5,0,BFB,MINMAX,100,38,0,0.16129,0.83871,10
6,3,2.5,1,1000,0,100,2,500,6,0,BFB,MINMAX,100,42,0,0.12069,0.87931,7
6,3,2.5,1,1000,0,100,2,700,3,0,BFB,MINMAX,100,51,0,0.489796,0.510204,24
6,3,2.5,1,1000,0,100,2,700,4,0,BFB,MINMAX,100,35,0,0.184615,0.815385,12
6,3,2.5,1,1000,0,100,2,700,5,0,BFB,MINMAX,100,32,0,0.161765,0.838235,11
6,3,2.5,1,1000,0,100,2,700,6,0,BFB,MINMAX,100,23,0,0.090909,0.909091,7
6,3,2.5,1,15000,0,100,2,1000,3,0,BFB,MINMAX,100,48,0,0.538462,0.461538,28
6,3,2.5,1,15000,0,100,2,1000,4,0,BFB,MINMAX,100,49,0,0.352941,0.647059,18
6,3,2.5,1,15000,0,100,2,1000,5,0,BFB,MINMAX,100,45,0,0.163636,0.836364,9
6,3,2.5,1,15000,0,100,2,100,3,0,BFB,MINMAX,100,62,0,0.605263,0.394737,23
6,3,2.5,1,15000,0,100,2,100,4,0,BFB,MINMAX,100,45,0,0.218182,0.781818,12
6,3,2.5,1,15000,0,100,2,100,5,0,BFB,MINMAX,100,53,0,0.212766,0.787234,10
6,3,2.5,1,15000,0,100,2,5000,3,0,BFB,MINMAX,100,55,0,0.311111,0.688889,14
6,3,2.5,1,15000,0,100,2,5000,4,0,BFB,MINMAX,100,37,0,0.063492,0.936508,4
6,3,2.5,1,15000,0,100,2,5000,5,0,BFB,MINMAX,100,27,0,0.054795,0.945205,4
6,3,2.5,1,15000,0,100,2,500,3,0,BFB,MINMAX,100,53,0,0.595745,0.404255,28
6,3,2.5,1,15000,0,100,2,500,4,0,BFB,MINMAX,100,52,0,0.270833,0.729167,13
6,3,2.5,1,15000,0,100,2,500,5,0,BFB,MINMAX,100,49,0,0.078431,0.921569,4
6,3,2.5,1,15000,0,100,2,700,3,0,BFB,MINMAX,100,48,0,0.538462,0.461538,28
6,3,2.5,1,15000,0,100,2,700,4,0,BFB,MINMAX,100,42,0,0.275862,0.724138,16
6,3,2.5,1,15000,0,100,2,700,5,0,BFB,MINMAX,100,45,0,0.163636,0.836364,9
6,3,2.5,1,5000,0,100,2,1000,3,0,BFB,MINMAX,100,48,0,0.557692,0.442308,29
6,3,2.5,1,5000,0,100,2,1000,4,0,BFB,MINMAX,100,46,0,0.314815,0.685185,17
6,3,2.5,1,5000,0,100,2,1000,5,0,BFB,MINMAX,100,47,0,0.264151,0.735849,14
6,3,2.5,1,5000,0,100,2,1000,6,0,BFB,MINMAX,100,33,0,0.149254,0.850746,10
6,3,2.5,1,5000,0,100,2,100,3,0,BFB,MINMAX,100,56,0,0.5,0.5,22
6,3,2.5,1,5000,0,100,2,100,4,0,BFB,MINMAX,100,56,0,0.159091,0.840909,7
6,3,2.5,1,5000,0,100,2,100,5,0,BFB,MINMAX,100,47,0,0.169811,0.830189,9
6,3,2.5,1,5000,0,100,2,100,6,0,BFB,MINMAX,100,31,0,0.115942,0.884058,8
6,3,2.5,1,5000,0,100,2,5000,3,0,BFB,MINMAX,100,39,0,0.180328,0.819672,11
6,3,2.5,1,5000,0,100,2,5000,4,0,BFB,MINMAX,100,35,0,0.092308,0.907692,6
6,3,2.5,1,5000,0,100,2,5000,5,0,BFB,MINMAX,100,29,0,0.070423,0.929577,5
6,3,2.5,1,5000,0,100,2,5000,6,0,BFB,MINMAX,100,28,0,0.013889,0.986111,1
6,3,2.5,1,5000,0,100,2,500,3,0,BFB,MINMAX,100,59,0,0.585366,0.414634,24
6,3,2.5,1,5000,0,100,2,500,4,0,BFB,MINMAX,100,42,0,0.275862,0.724138,16
6,3,2.5,1,5000,0,100,2,500,5,0,BFB,MINMAX,100,45,0,0.218182,0.781818,12
6,3,2.5,1,5000,0,100,2,500,6,0,BFB,MINMAX,100,34,0,0.075758,0.924242,5
6,3,2.5,1,5000,0,100,2,700,3,0,BFB,MINMAX,100,48,0,0.615385,0.384615,32
6,3,2.5,1,5000,0,100,2,700,4,0,BFB,MINMAX,100,40,0,0.266667,0.733333,16
6,3,2.5,1,5000,0,100,2,700,5,0,BFB,MINMAX,100,39,0,0.213115,0.786885,13
6,3,2.5,1,5000,0,100,2,700,6,0,BFB,MINMAX,100,32,0,0.117647,0.882353,8
6,3,2.5,2,100000,0,100,2,1000,3,0,BFB,MINMAX,100,48,0,0.557692,0.442308,29
6,3,2.5,2,100000,0,100,2,1000,4,0,BFB,MINMAX,100,41,0,0.322034,0.677966,19
6,3,2.5,2,100000,0,100,2,1000,5,0,BFB,MINMAX,100,40,0,0.233333,0.766667,14
6,3,2.5,2,100000,0,100,2,100,3,0,BFB,MINMAX,100,62,0,0.447368,0.552632,17
6,3,2.5,2,100000,0,100,2,100,4,0,BFB,MINMAX,100,50,0,0.24,0.76,12
6,3,2.5,2,100000,0,100,2,5000,3,0,BFB,MINMAX,100,45,0,0.363636,0.636364,20
6,3,2.5,2,100000,0,100,2,5000,4,0,BFB,MINMAX,100,30,0,0.042857,0.957143,3
6,3,2.5,2,100000,0,100,2,5000,5,0,BFB,MINMAX,100,24,0,0.105263,0.894737,8
6,3,2.5,2,100000,0,100,2,500,3,0,BFB,MINMAX,100,51,0,0.591837,0.408163,29
6,3,2.5,2,100000,0,100,2,500,4,0,BFB,MINMAX,100,49,0,0.313726,0.686275,16
6,3,2.5,2,100000,0,100,2,700,3,0,BFB,MINMAX,100,52,0,0.6875,0.3125,33
6,3,2.5,2,100000,0,100,2,700,4,0,BFB,MINMAX,100,51,0,0.306122,0.693878,15
6,3,2.5,2,100000,0,100,2,700,5,0,BFB,MINMAX,100,43,0,0.192982,0.807018,11
6,3,2.5,2,10000,0,100,2,1000,3,0,BFB,MINMAX,100,55,0,0.622222,0.377778,28
6,3,2.5,2,10000,0,100,2,1000,4,0,BFB,MINMAX,100,58,0,0.357143,0.642857,15
6,3,2.5,2,10000,0,100,2,1000,5,0,BFB,MINMAX,100,52,0,0.229167,0.770833,11
6,3,2.5,2,10000,0,100,2,100,3,0,BFB,MINMAX,100,58,0,0.452381,0.547619,19
6,3,2.5,2,10000,0,100,2,100,4,0,BFB,MINMAX,100,43,0,0.263158,0.736842,15
6,3,2.5,2,10000,0,100,2,100,5,0,BFB,MINMAX,100,44,0,0.107143,0.892857,6
6,3,2.5,2,10000,0,100,2,5000,3,0,BFB,MINMAX,100,42,0,0.396552,0.603448,23
6,3,2.5,2,10000,0,100,2,5000,4,0,BFB,MINMAX,100,31,0,0.101449,0.898551,7
6,3,2.5,2,10000,0,100,2,5000,5,0,BFB,MINMAX,100,29,0,0.098592,0.901408,7
6,3,2.5,2,10000,0,100,2,500,3,0,BFB,MINMAX,100,50,0,0.64,0.36,32
6,3,2.5,2,10000,0,100,2,500,4,0,BFB,MINMAX,100,52,0,0.291667,0.708333,14
6,3,2.5,2,10000,0,100,2,500,5,0,BFB,MINMAX,100,41,0,0.20339,0.79661,12
6,3,2.5,2,10000,0,100,2,700,3,0,BFB,MINMAX,100,49,0,0.666667,0.333333,34
6,3,2.5,2,10000,0,100,2,700,4,0,BFB,MINMAX,100,42,0,0.258621,0.741379,15
6,3,2.5,2,10000,0,100,2,700,5,0,BFB,MINMAX,100,49,0,0.176471,0.823529,9
6,3,2.5,2,1000,0,100,2,1000,3,0,BFB,MINMAX,100,53,0,0.297872,0.702128,14
6,3,2.5,2,1000,0,100,2,1000,4,0,BFB,MINMAX,100,33,0,0.059701,0.940298,4
6,3,2.5,2,1000,0,100,2,1000,5,0,BFB,MINMAX,100,34,0,0.030303,0.969697,2
6,3,2.5,2,1000,0,100,2,1000,6,0,BFB,MINMAX,100,22,0,0.025641,0.974359,2
6,3,2.5,2,1000,0,100,2,100,3,0,BFB,MINMAX,100,55,0,0.488889,0.511111,22
6,3,2.5,2,1000,0,100,2,100,4,0,BFB,MINMAX,100,45,0,0.181818,0.818182,10
6,3,2.5,2,1000,0,100,2,100,5,0,BFB,MINMAX,100,37,0,0.126984,0.873016,8
6,3,2.5,2,1000,0,100,2,100,6,0,BFB,MINMAX,100,39,0,0.081967,0.918033,5
6,3,2.5,2,1000,0,100,2,5000,3,0,BFB,MINMAX,100,40,0,0.2,0.8,12
6,3,2.5,2,1000,0,100,2,5000,4,0,BFB,MINMAX,100,28,0,0.041667,0.958333,3
6,3,2.5,2,1000,0,100,2,5000,5,0,BFB,MINMAX,100,19,0,0.049383,0.950617,4
6,3,2.5,2,1000,0,100,2,5000,6,0,BFB,MINMAX,100,11,0,0.022472,0.977528,2
6,3,2.5,2,1000,0,100,2,500,3,0,BFB,MINMAX,100,51,0,0.510204,0.489796,25
6,3,2.5,2,1000,0,100,2,500,4,0,BFB,MINMAX,100,48,0,0.096154,0.903846,5
6,3,2.5,2,1000,0,100,2,500,5,0,BFB,MINMAX,100,40,0,0.15,0.85,9
6,3,2.5,2,1000,0,100,2,500,6,0,BFB,MINMAX,100,29,0,0.028169,0.971831,2
6,3,2.5,2,1000,0,100,2,700,3,0,BFB,MINMAX,100,51,0,0.387755,0.612245,19
6,3,2.5,2,1000,0,100,2,700,4,0,BFB,MINMAX,100,31,0,0.231884,0.768116,16
6,3,2.5,2,1000,0,100,2,700,5,0,BFB,MINMAX,100,38,0,0.16129,0.83871,10
6,3,2.5,2,1000,0,100,2,700,6,0,BFB,MINMAX,100,28,0,0.069444,0.930556,5
6,3,2.5,2,15000,0,100,2,1000,3,0,BFB,MINMAX,100,45,0,0.527273,0.472727,29
6,3,2.5,2,15000,0,100,2,1000,4,0,BFB,MINMAX,100,46,0,0.203704,0.796296,11
6,3,2.5,2,15000,0,100,2,1000,5,0,BFB,MINMAX,100,52,0,0.229167,0.770833,11
6,3,2.5,2,15000,0,100,2,100,3,0,BFB,MINMAX,100,56,0,0.613636,0.386364,27
6,3,2.5,2,15000,0,100,2,100,4,0,BFB,MINMAX,100,42,0,0.224138,0.775862,13
6,3,2.5,2,15000,0,100,2,100,5,0,BFB,MINMAX,100,50,0,0.26,0.74,13
6,3,2.5,2,15000,0,100,2,5000,3,0,BFB,MINMAX,100,47,0,0.490566,0.509434,26
6,3,2.5,2,15000,0,100,2,5000,4,0,BFB,MINMAX,100,39,0,0.147541,0.852459,9
6,3,2.5,2,15000,0,100,2,5000,5,0,BFB,MINMAX,100,38,0,0.16129,0.83871,10
6,3,2.5,2,15000,0,100,2,500,3,0,BFB,MINMAX,100,58,0,0.619048,0.380952,26
6,3,2.5,2,15000,0,100,2,500,4,0,BFB,MINMAX,100,47,0,0.226415,0.773585,12
6,3,2.5,2,15000,0,100,2,500,5,0,BFB,MINMAX,100,49,0,0.294118,0.705882,15
6,3,2.5,2,15000,0,100,2,700,3,0,BFB,MINMAX,100,52,0,0.583333,0.416667,28
6,3,2.5,2,15000,0,100,2,700,4,0,BFB,MINMAX,100,43,0,0.263158,0.736842,15
6,3,2.5,2,15000,0,100,2,700,5,0,BFB,MINMAX,100,38,0,0.258065,0.741935,16
6,3,2.5,2,5000,0,100,2,1000,3,0,BFB,MINMAX,100,36,0,0.546875,0.453125,35
6,3,2.5,2,5000,0,100,2,1000,4,0,BFB,MINMAX,100,40,0,0.183333,0.816667,11
6,3,2.5,2,5000,0,100,2,1000,5,0,BFB,MINMAX,100,48,0,0.173077,0.826923,9
6,3,2.5,2,5000,0,100,2,1000,6,0,BFB,MINMAX,100,41,0,0.067797,0.932203,4
6,3,2.5,2,5000,0,100,2,100,3,0,BFB,MINMAX,100,51,0,0.469388,0.530612,23
6,3,2.5,2,5000,0,100,2,100,4,0,BFB,MINMAX,100,51,0,0.22449,0.77551,11
6,3,2.5,2,5000,0,100,2,100,5,0,BFB,MINMAX,100,42,0,0.155172,0.844828,9
6,3,2.5,2,5000,0,100,2,100,6,0,BFB,MINMAX,100,44,0,0.142857,0.857143,8
6,3,2.5,2,5000,0,100,2,5000,3,0,BFB,MINMAX,100,40,0,0.233333,0.766667,14
6,3,2.5,2,5000,0,100,2,5000,4,0,BFB,MINMAX,100,30,0,0.057143,0.942857,4
6,3,2.5,2,5000,0,100,2,5000,5,0,BFB,MINMAX,100,23,0,0.025974,0.974026,2
6,3,2.5,2,5000,0,100,2,5000,6,0,BFB,MINMAX,100,18,0,0.036585,0.963415,3
6,3,2.5,2,5000,0,100,2,500,3,0,BFB,MINMAX,100,42,0,0.568965,0.431034,33
6,3,2.5,2,5000,0,100,2,500,4,0,BFB,MINMAX,100,39,0,0.163934,0.836066,10
6,3,2.5,2,5000,0,100,2,500,5,0,BFB,MINMAX,100,45,0,0.109091,0.890909,6
6,3,2.5,2,5000,0,100,2,500,6,0,BFB,MINMAX,100,41,0,0.20339,0.79661,12
6,3,2.5,2,5000,0,100,2,700,3,0,BFB,MINMAX,100,54,0,0.608696,0.391304,28
6,3,2.5,2,5000,0,100,2,700,4,0,BFB,MINMAX,100,42,0,0.172414,0.827586,10
6,3,2.5,2,5000,0,100,2,700,5,0,BFB,MINMAX,100,45,0,0.109091,0.890909,6
6,3,2.5,2,5000,0,100,2,700,6,0,BFB,MINMAX,100,40,0,0.133333,0.866667,8
6,3,2.5,3,100000,0,100,2,1000,3,0,BFB,MINMAX,100,50,0,0.8,0.2,40
6,3,2.5,3,100000,0,100,2,1000,4,0,BFB,MINMAX,100,59,0,0.365854,0.634146,15
6,3,2.5,3,100000,0,100,2,1000,5,0,BFB,MINMAX,100,58,0,0.47619,0.52381,20
6,3,2.5,3,100000,0,100,2,100,3,0,BFB,MINMAX,100,60,0,0.75,0.25,30
6,3,2.5,3,100000,0,100,2,100,4,0,BFB,MINMAX,100,49,0,0.431373,0.568627,22
