pits,heuristics,c,policy,iterations,seed,num_games,type_system,sts_size, mm_level ,domain, max_alg, min_alg,num_of_games,num_of_draws,num_of_incomplete,max_win,min_win,total_win_games
6,1,2.5,3,1000,0,100,2,700,3,0,BFB,MINMAX,100,39,0,0.983607,0.016393,60
6,1,2.5,3,1000,0,100,2,700,4,0,BFB,MINMAX,100,42,0,0.982759,0.017241,57
6,1,2.5,3,1000,0,100,2,700,5,0,BFB,MINMAX,100,54,0,0.73913,0.26087,34
6,1,2.5,3,1000,0,100,2,700,6,0,BFB,MINMAX,100,57,0,0.55814,0.44186,24
6,1,2.5,3,15000,0,100,2,1000,3,0,BFB,MINMAX,100,30,0,0.971429,0.028571,68
6,1,2.5,3,15000,0,100,2,1000,4,0,BFB,MINMAX,100,43,0,0.964912,0.035088,55
6,1,2.5,3,15000,0,100,2,1000,5,0,BFB,MINMAX,100,49,0,0.980392,0.019608,50
6,1,2.5,3,15000,0,100,2,100,3,0,BFB,MINMAX,100,51,0,0.795918,0.204082,39
6,1,2.5,3,15000,0,100,2,100,4,0,BFB,MINMAX,100,51,0,0.489796,0.510204,24
6,1,2.5,3,15000,0,100,2,100,5,0,BFB,MINMAX,100,57,0,0.348837,0.651163,15
6,1,2.5,3,15000,0,100,2,5000,4,0,BFB,MINMAX,100,29,0,1,0,71
6,1,2.5,3,15000,0,100,2,5000,5,0,BFB,MINMAX,100,35,0,0.984615,0.015385,64
6,1,2.5,3,15000,0,100,2,500,3,0,BFB,MINMAX,100,32,0,0.955882,0.044118,65
6,1,2.5,3,15000,0,100,2,500,4,0,BFB,MINMAX,100,44,0,0.964286,0.035714,54
6,1,2.5,3,15000,0,100,2,500,5,0,BFB,MINMAX,100,47,0,0.811321,0.188679,43
6,1,2.5,3,15000,0,100,2,700,3,0,BFB,MINMAX,100,35,0,1,0,65
6,1,2.5,3,15000,0,100,2,700,4,0,BFB,MINMAX,100,43,0,0.929825,0.070175,53
6,1,2.5,3,15000,0,100,2,700,5,0,BFB,MINMAX,100,53,0,0.808511,0.191489,38
6,1,2.5,3,5000,0,100,2,1000,3,0,BFB,MINMAX,100,40,0,0.95,0.05,57
6,1,2.5,3,5000,0,100,2,1000,4,0,BFB,MINMAX,100,41,0,1,0,59
6,1,2.5,3,5000,0,100,2,1000,5,0,BFB,MINMAX,100,43,0,0.929825,0.070175,53
6,1,2.5,3,5000,0,100,2,1000,6,0,BFB,MINMAX,100,55,0,0.844444,0.155556,38
6,1,2.5,3,5000,0,100,2,100,3,0,BFB,MINMAX,100,49,0,0.803922,0.196078,41
6,1,2.5,3,5000,0,100,2,100,4,0,BFB,MINMAX,100,58,0,0.547619,0.452381,23
6,1,2.5,3,5000,0,100,2,100,5,0,BFB,MINMAX,100,58,0,0.380952,0.619048,16
6,1,2.5,3,5000,0,100,2,100,6,0,BFB,MINMAX,100,45,0,0.145455,0.854545,8
6,1,2.5,3,5000,0,100,2,5000,3,0,BFB,MINMAX,100,26,0,0.986486,0.013514,73
6,1,2.5,3,5000,0,100,2,5000,4,0,BFB,MINMAX,100,32,0,1,0,68
6,1,2.5,3,5000,0,100,2,5000,5,0,BFB,MINMAX,100,38,0,1,0,62
6,1,2.5,3,5000,0,100,2,5000,6,0,BFB,MINMAX,100,54,0,0.956522,0.043478,44
6,1,2.5,3,5000,0,100,2,500,3,0,BFB,MINMAX,100,35,0,1,0,65
6,1,2.5,3,5000,0,100,2,500,4,0,BFB,MINMAX,100,56,0,0.954545,0.045455,42
6,1,2.5,3,5000,0,100,2,500,5,0,BFB,MINMAX,100,54,0,0.826087,0.173913,38
6,1,2.5,3,5000,0,100,2,500,6,0,BFB,MINMAX,100,60,0,0.675,0.325,27
6,1,2.5,3,5000,0,100,2,700,3,0,BFB,MINMAX,100,40,0,0.983333,0.016667,59
6,1,2.5,3,5000,0,100,2,700,4,0,BFB,MINMAX,100,46,0,0.925926,0.074074,50
6,1,2.5,3,5000,0,100,2,700,5,0,BFB,MINMAX,100,48,0,0.903846,0.096154,47
6,1,2.5,3,5000,0,100,2,700,6,0,BFB,MINMAX,100,61,0,0.794872,0.205128,31
6,2,0.5,1,100000,0,100,2,1000,3,0,BFB,MINMAX,100,27,0,0.958904,0.041096,70
6,2,0.5,1,100000,0,100,2,1000,4,0,BFB,MINMAX,100,43,0,0.894737,0.105263,51
6,2,0.5,1,100000,0,100,2,1000,5,0,BFB,MINMAX,100,49,0,0.882353,0.117647,45
6,2,0.5,1,100000,0,100,2,100,3,0,BFB,MINMAX,100,45,0,0.8,0.2,44
6,2,0.5,1,100000,0,100,2,100,4,0,BFB,MINMAX,100,53,0,0.680851,0.319149,32
6,2,0.5,1,100000,0,100,2,100,5,0,BFB,MINMAX,100,57,0,0.325581,0.674419,14
6,2,0.5,1,100000,0,100,2,5000,3,0,BFB,MINMAX,100,19,0,1,0,81
6,2,0.5,1,100000,0,100,2,5000,4,0,BFB,MINMAX,100,29,0,0.985915,0.014085,70
6,2,0.5,1,100000,0,100,2,5000,5,0,BFB,MINMAX,100,47,0,0.830189,0.169811,44
6,2,0.5,1,100000,0,100,2,500,3,0,BFB,MINMAX,100,33,0,0.955224,0.044776,64
6,2,0.5,1,100000,0,100,2,500,4,0,BFB,MINMAX,100,38,0,0.903226,0.096774,56
6,2,0.5,1,100000,0,100,2,500,5,0,BFB,MINMAX,100,44,0,0.589286,0.410714,33
6,2,0.5,1,100000,0,100,2,700,3,0,BFB,MINMAX,100,25,0,0.946667,0.053333,71
6,2,0.5,1,100000,0,100,2,700,4,0,BFB,MINMAX,100,37,0,0.873016,0.126984,55
6,2,0.5,1,100000,0,100,2,700,5,0,BFB,MINMAX,100,55,0,0.555556,0.444444,25
6,2,0.5,1,10000,0,100,2,1000,3,0,BFB,MINMAX,100,23,0,0.961039,0.038961,74
6,2,0.5,1,10000,0,100,2,1000,4,0,BFB,MINMAX,100,30,0,0.914286,0.085714,64
6,2,0.5,1,10000,0,100,2,1000,5,0,BFB,MINMAX,100,50,0,0.74,0.26,37
6,2,0.5,1,10000,0,100,2,100,3,0,BFB,MINMAX,100,43,0,0.807018,0.192982,46
6,2,0.5,1,10000,0,100,2,100,4,0,BFB,MINMAX,100,57,0,0.604651,0.395349,26
6,2,0.5,1,10000,0,100,2,100,5,0,BFB,MINMAX,100,55,0,0.422222,0.577778,19
6,2,0.5,1,10000,0,100,2,100,6,0,BFB,MINMAX,100,55,0,0.066667,0.933333,3
6,2,0.5,1,10000,0,100,2,5000,3,0,BFB,MINMAX,100,21,0,1,0,79
6,2,0.5,1,10000,0,100,2,5000,4,0,BFB,MINMAX,100,29,0,0.915493,0.084507,65
6,2,0.5,1,10000,0,100,2,5000,5,0,BFB,MINMAX,100,47,0,0.886792,0.113208,47
6,2,0.5,1,10000,0,100,2,500,3,0,BFB,MINMAX,100,25,0,0.973333,0.026667,73
6,2,0.5,1,10000,0,100,2,500,4,0,BFB,MINMAX,100,42,0,0.896552,0.103448,52
6,2,0.5,1,10000,0,100,2,500,5,0,BFB,MINMAX,100,56,0,0.681818,0.318182,30
6,2,0.5,1,10000,0,100,2,700,3,0,BFB,MINMAX,100,30,0,0.971429,0.028571,68
6,2,0.5,1,10000,0,100,2,700,4,0,BFB,MINMAX,100,43,0,0.824561,0.175439,47
6,2,0.5,1,10000,0,100,2,700,5,0,BFB,MINMAX,100,55,0,0.644444,0.355556,29
6,2,0.5,1,10000,0,100,2,700,6,0,BFB,MINMAX,100,53,0,0.595745,0.404255,28
6,2,0.5,1,1000,0,100,2,1000,3,0,BFB,MINMAX,100,25,0,1,0,75
6,2,0.5,1,1000,0,100,2,1000,4,0,BFB,MINMAX,100,39,0,0.885246,0.114754,54
6,2,0.5,1,1000,0,100,2,1000,5,0,BFB,MINMAX,100,51,0,0.714286,0.285714,35
6,2,0.5,1,1000,0,100,2,1000,6,0,BFB,MINMAX,100,64,0,0.416667,0.583333,15
6,2,0.5,1,1000,0,100,2,100,3,0,BFB,MINMAX,100,34,0,0.818182,0.181818,54
6,2,0.5,1,1000,0,100,2,100,4,0,BFB,MINMAX,100,57,0,0.604651,0.395349,26
6,2,0.5,1,1000,0,100,2,100,5,0,BFB,MINMAX,100,61,0,0.358974,0.641026,14
6,2,0.5,1,1000,0,100,2,100,6,0,BFB,MINMAX,100,49,0,0.156863,0.843137,8
6,2,0.5,1,1000,0,100,2,5000,3,0,BFB,MINMAX,100,21,0,0.987342,0.012658,78
6,2,0.5,1,1000,0,100,2,5000,4,0,BFB,MINMAX,100,32,0,0.867647,0.132353,59
6,2,0.5,1,1000,0,100,2,5000,5,0,BFB,MINMAX,100,56,0,0.840909,0.159091,37
6,2,0.5,1,1000,0,100,2,5000,6,0,BFB,MINMAX,100,54,0,0.478261,0.521739,22
6,2,0.5,1,1000,0,100,2,500,3,0,BFB,MINMAX,100,33,0,0.895522,0.104478,60
6,2,0.5,1,1000,0,100,2,500,4,0,BFB,MINMAX,100,40,0,0.866667,0.133333,52
6,2,0.5,1,1000,0,100,2,500,5,0,BFB,MINMAX,100,51,0,0.714286,0.285714,35
6,2,0.5,1,1000,0,100,2,500,6,0,BFB,MINMAX,100,54,0,0.217391,0.782609,10
6,2,0.5,1,1000,0,100,2,700,3,0,BFB,MINMAX,100,23,0,0.935065,0.064935,72
6,2,0.5,1,1000,0,100,2,700,4,0,BFB,MINMAX,100,40,0,0.883333,0.116667,53
6,2,0.5,1,1000,0,100,2,700,5,0,BFB,MINMAX,100,53,0,0.744681,0.255319,35
6,2,0.5,1,1000,0,100,2,700,6,0,BFB,MINMAX,100,54,0,0.413043,0.586957,19
6,2,0.5,1,15000,0,100,2,1000,3,0,BFB,MINMAX,100,27,0,1,0,73
6,2,0.5,1,15000,0,100,2,1000,4,0,BFB,MINMAX,100,41,0,0.932203,0.067797,55
6,2,0.5,1,15000,0,100,2,1000,5,0,BFB,MINMAX,100,48,0,0.769231,0.230769,40
6,2,0.5,1,15000,0,100,2,100,3,0,BFB,MINMAX,100,48,0,0.788462,0.211538,41
6,2,0.5,1,15000,0,100,2,100,4,0,BFB,MINMAX,100,51,0,0.612245,0.387755,30
6,2,0.5,1,15000,0,100,2,100,5,0,BFB,MINMAX,100,56,0,0.227273,0.772727,10
6,2,0.5,1,15000,0,100,2,5000,3,0,BFB,MINMAX,100,13,0,0.988506,0.011494,86
6,2,0.5,1,15000,0,100,2,5000,4,0,BFB,MINMAX,100,28,0,0.944444,0.055556,68
6,2,0.5,1,15000,0,100,2,5000,5,0,BFB,MINMAX,100,40,0,0.916667,0.083333,55
6,2,0.5,1,15000,0,100,2,500,3,0,BFB,MINMAX,100,30,0,0.971429,0.028571,68
6,2,0.5,1,15000,0,100,2,500,4,0,BFB,MINMAX,100,60,0,0.825,0.175,33
6,2,0.5,1,15000,0,100,2,500,5,0,BFB,MINMAX,100,56,0,0.522727,0.477273,23
6,2,0.5,1,15000,0,100,2,700,3,0,BFB,MINMAX,100,28,0,1,0,72
6,2,0.5,1,15000,0,100,2,700,4,0,BFB,MINMAX,100,30,0,0.9,0.1,63
6,2,0.5,1,15000,0,100,2,700,5,0,BFB,MINMAX,100,62,0,0.710526,0.289474,27
6,2,0.5,1,5000,0,100,2,1000,3,0,BFB,MINMAX,100,23,0,0.987013,0.012987,76
6,2,0.5,1,5000,0,100,2,1000,4,0,BFB,MINMAX,100,41,0,0.915254,0.084746,54
6,2,0.5,1,5000,0,100,2,1000,5,0,BFB,MINMAX,100,55,0,0.777778,0.222222,35
6,2,0.5,1,5000,0,100,2,1000,6,0,BFB,MINMAX,100,58,0,0.452381,0.547619,19
6,2,0.5,1,5000,0,100,2,100,3,0,BFB,MINMAX,100,42,0,0.724138,0.275862,42
6,2,0.5,1,5000,0,100,2,100,4,0,BFB,MINMAX,100,49,0,0.647059,0.352941,33
6,2,0.5,1,5000,0,100,2,100,5,0,BFB,MINMAX,100,58,0,0.119048,0.880952,5
6,2,0.5,1,5000,0,100,2,100,6,0,BFB,MINMAX,100,48,0,0.173077,0.826923,9
6,2,0.5,1,5000,0,100,2,5000,3,0,BFB,MINMAX,100,21,0,0.974684,0.025316,77
6,2,0.5,1,5000,0,100,2,5000,4,0,BFB,MINMAX,100,36,0,0.9375,0.0625,60
6,2,0.5,1,5000,0,100,2,5000,5,0,BFB,MINMAX,100,38,0,0.758065,0.241935,47
6,2,0.5,1,5000,0,100,2,5000,6,0,BFB,MINMAX,100,46,0,0.703704,0.296296,38
6,2,0.5,1,5000,0,100,2,500,3,0,BFB,MINMAX,100,27,0,0.931507,0.068493,68
6,2,0.5,1,5000,0,100,2,500,4,0,BFB,MINMAX,100,37,0,0.84127,0.15873,53
6,2,0.5,1,5000,0,100,2,500,5,0,BFB,MINMAX,100,56,0,0.636364,0.363636,28
6,2,0.5,1,5000,0,100,2,500,6,0,BFB,MINMAX,100,60,0,0.375,0.625,15
6,2,0.5,1,5000,0,100,2,700,3,0,BFB,MINMAX,100,26,0,0.986486,0.013514,73
6,2,0.5,1,5000,0,100,2,700,4,0,BFB,MINMAX,100,38,0,0.870968,0.129032,54
6,2,0.5,1,5000,0,100,2,700,5,0,BFB,MINMAX,100,48,0,0.788462,0.211538,41
6,2,0.5,1,5000,0,100,2,700,6,0,BFB,MINMAX,100,61,0,0.358974,0.641026,14
6,2,0.5,2,100000,0,100,2,1000,3,0,BFB,MINMAX,100,19,0,0.975309,0.024691,79
6,2,0.5,2,100000,0,100,2,1000,4,0,BFB,MINMAX,100,40,0,0.966667,0.033333,58
6,2,0.5,2,100000,0,100,2,1000,5,0,BFB,MINMAX,100,52,0,0.8125,0.1875,39
6,2,0.5,2,100000,0,100,2,100,3,0,BFB,MINMAX,100,39,0,0.868852,0.131148,53
6,2,0.5,2,100000,0,100,2,100,4,0,BFB,MINMAX,100,53,0,0.468085,0.531915,22
6,2,0.5,2,100000,0,100,2,100,5,0,BFB,MINMAX,100,52,0,0.375,0.625,18
6,2,0.5,2,100000,0,100,2,5000,3,0,BFB,MINMAX,100,19,0,0.987654,0.012346,80
6,2,0.5,2,100000,0,100,2,5000,4,0,BFB,MINMAX,100,39,0,0.95082,0.04918,58
6,2,0.5,2,100000,0,100,2,5000,5,0,BFB,MINMAX,100,46,0,0.833333,0.166667,45
6,2,0.5,2,100000,0,100,2,500,3,0,BFB,MINMAX,100,36,0,0.953125,0.046875,61
6,2,0.5,2,100000,0,100,2,500,4,0,BFB,MINMAX,100,38,0,0.822581,0.177419,51
6,2,0.5,2,100000,0,100,2,500,5,0,BFB,MINMAX,100,55,0,0.622222,0.377778,28
6,2,0.5,2,100000,0,100,2,700,3,0,BFB,MINMAX,100,33,0,0.955224,0.044776,64
6,2,0.5,2,100000,0,100,2,700,4,0,BFB,MINMAX,100,55,0,0.888889,0.111111,40
6,2,0.5,2,100000,0,100,2,700,5,0,BFB,MINMAX,100,50,0,0.76,0.24,38
6,2,0.5,2,10000,0,100,2,1000,3,0,BFB,MINMAX,100,25,0,0.986667,0.013333,74
6,2,0.5,2,10000,0,100,2,1000,4,0,BFB,MINMAX,100,34,0,0.954545,0.045455,63
6,2,0.5,2,10000,0,100,2,1000,5,0,BFB,MINMAX,100,42,0,0.724138,0.275862,42
6,2,0.5,2,10000,0,100,2,100,3,0,BFB,MINMAX,100,43,0,0.859649,0.140351,49
6,2,0.5,2,10000,0,100,2,100,4,0,BFB,MINMAX,100,53,0,0.531915,0.468085,25
6,2,0.5,2,10000,0,100,2,100,5,0,BFB,MINMAX,100,51,0,0.326531,0.673469,16
6,2,0.5,2,10000,0,100,2,100,6,0,BFB,MINMAX,100,56,0,0.136364,0.863636,6
6,2,0.5,2,10000,0,100,2,5000,3,0,BFB,MINMAX,100,26,0,0.986486,0.013514,73
6,2,0.5,2,10000,0,100,2,5000,4,0,BFB,MINMAX,100,30,0,0.957143,0.042857,67
6,2,0.5,2,10000,0,100,2,5000,5,0,BFB,MINMAX,100,44,0,0.857143,0.142857,48
6,2,0.5,2,10000,0,100,2,500,3,0,BFB,MINMAX,100,20,0,0.9125,0.0875,73
6,2,0.5,2,10000,0,100,2,500,4,0,BFB,MINMAX,100,48,0,0.865385,0.134615,45
6,2,0.5,2,10000,0,100,2,500,5,0,BFB,MINMAX,100,58,0,0.571429,0.428571,24
6,2,0.5,2,10000,0,100,2,500,6,0,BFB,MINMAX,100,53,0,0.468085,0.531915,22
6,2,0.5,2,10000,0,100,2,700,3,0,BFB,MINMAX,100,33,0,0.955224,0.044776,64
6,2,0.5,2,10000,0,100,2,700,4,0,BFB,MINMAX,100,50,0,0.86,0.14,43
6,2,0.5,2,10000,0,100,2,700,5,0,BFB,MINMAX,100,52,0,0.770833,0.229167,37
6,2,0.5,2,1000,0,100,2,1000,3,0,BFB,MINMAX,100,30,0,0.942857,0.057143,66
6,2,0.5,2,1000,0,100,2,1000,4,0,BFB,MINMAX,100,43,0,0.877193,0.122807,50
6,2,0.5,2,1000,0,100,2,1000,5,0,BFB,MINMAX,100,53,0,0.765957,0.234043,36
6,2,0.5,2,1000,0,100,2,1000,6,0,BFB,MINMAX,100,55,0,0.555556,0.444444,25
6,2,0.5,2,1000,0,100,2,100,3,0,BFB,MINMAX,100,49,0,0.882353,0.117647,45
6,2,0.5,2,1000,0,100,2,100,4,0,BFB,MINMAX,100,46,0,0.555556,0.444444,30
6,2,0.5,2,1000,0,100,2,100,5,0,BFB,MINMAX,100,59,0,0.292683,0.707317,12
6,2,0.5,2,1000,0,100,2,100,6,0,BFB,MINMAX,100,48,0,0.192308,0.807692,10
6,2,0.5,2,1000,0,100,2,5000,3,0,BFB,MINMAX,100,21,0,0.987342,0.012658,78
6,2,0.5,2,1000,0,100,2,5000,4,0,BFB,MINMAX,100,32,0,0.867647,0.132353,59
6,2,0.5,2,1000,0,100,2,5000,5,0,BFB,MINMAX,100,56,0,0.840909,0.159091,37
6,2,0.5,2,1000,0,100,2,5000,6,0,BFB,MINMAX,100,54,0,0.478261,0.521739,22
6,2,0.5,2,1000,0,100,2,500,3,0,BFB,MINMAX,100,31,0,0.927536,0.072464,64
6,2,0.5,2,1000,0,100,2,500,4,0,BFB,MINMAX,100,45,0,0.909091,0.090909,50
6,2,0.5,2,1000,0,100,2,500,5,0,BFB,MINMAX,100,55,0,0.688889,0.311111,31
6,2,0.5,2,1000,0,100,2,500,6,0,BFB,MINMAX,100,51,0,0.387755,0.612245,19
6,2,0.5,2,1000,0,100,2,700,3,0,BFB,MINMAX,100,27,0,0.931507,0.068493,68
6,2,0.5,2,1000,0,100,2,700,4,0,BFB,MINMAX,100,49,0,0.862745,0.137255,44
6,2,0.5,2,1000,0,100,2,700,5,0,BFB,MINMAX,100,50,0,0.7,0.3,35
6,2,0.5,2,1000,0,100,2,700,6,0,BFB,MINMAX,100,57,0,0.465116,0.534884,20
6,2,0.5,2,15000,0,100,2,1000,3,0,BFB,MINMAX,100,18,0,0.97561,0.02439,80
6,2,0.5,2,15000,0,100,2,1000,4,0,BFB,MINMAX,100,37,0,0.888889,0.111111,56
6,2,0.5,2,15000,0,100,2,1000,5,0,BFB,MINMAX,100,53,0,0.680851,0.319149,32
6,2,0.5,2,15000,0,100,2,100,3,0,BFB,MINMAX,100,45,0,0.890909,0.109091,49
6,2,0.5,2,15000,0,100,2,100,4,0,BFB,MINMAX,100,53,0,0.574468,0.425532,27
6,2,0.5,2,15000,0,100,2,100,5,0,BFB,MINMAX,100,66,0,0.411765,0.588235,14
6,2,0.5,2,15000,0,100,2,5000,3,0,BFB,MINMAX,100,16,0,1,0,84
6,2,0.5,2,15000,0,100,2,5000,4,0,BFB,MINMAX,100,45,0,0.890909,0.109091,49
6,2,0.5,2,15000,0,100,2,5000,5,0,BFB,MINMAX,100,39,0,0.885246,0.114754,54
6,2,0.5,2,15000,0,100,2,500,3,0,BFB,MINMAX,100,32,0,0.955882,0.044118,65
6,2,0.5,2,15000,0,100,2,500,4,0,BFB,MINMAX,100,40,0,0.85,0.15,51
6,2,0.5,2,15000,0,100,2,500,5,0,BFB,MINMAX,100,56,0,0.795455,0.204545,35
6,2,0.5,2,15000,0,100,2,700,3,0,BFB,MINMAX,100,26,0,0.986486,0.013514,73
6,2,0.5,2,15000,0,100,2,700,4,0,BFB,MINMAX,100,32,0,0.867647,0.132353,59
6,2,0.5,2,15000,0,100,2,700,5,0,BFB,MINMAX,100,54,0,0.652174,0.347826,30
6,2,0.5,2,5000,0,100,2,1000,3,0,BFB,MINMAX,100,18,0,0.987805,0.012195,81
6,2,0.5,2,5000,0,100,2,1000,4,0,BFB,MINMAX,100,33,0,0.955224,0.044776,64
6,2,0.5,2,5000,0,100,2,1000,5,0,BFB,MINMAX,100,46,0,0.814815,0.185185,44
6,2,0.5,2,5000,0,100,2,1000,6,0,BFB,MINMAX,100,57,0,0.44186,0.55814,19
6,2,0.5,2,5000,0,100,2,100,3,0,BFB,MINMAX,100,46,0,0.851852,0.148148,46
6,2,0.5,2,5000,0,100,2,100,4,0,BFB,MINMAX,100,53,0,0.617021,0.382979,29
6,2,0.5,2,5000,0,100,2,100,5,0,BFB,MINMAX,100,53,0,0.319149,0.680851,15
6,2,0.5,2,5000,0,100,2,100,6,0,BFB,MINMAX,100,52,0,0.104167,0.895833,5
6,2,0.5,2,5000,0,100,2,5000,3,0,BFB,MINMAX,100,26,0,0.986486,0.013514,73
6,2,0.5,2,5000,0,100,2,5000,4,0,BFB,MINMAX,100,36,0,0.9375,0.0625,60
6,2,0.5,2,5000,0,100,2,5000,5,0,BFB,MINMAX,100,50,0,0.86,0.14,43
6,2,0.5,2,5000,0,100,2,5000,6,0,BFB,MINMAX,100,51,0,0.734694,0.265306,36
6,2,0.5,2,5000,0,100,2,500,3,0,BFB,MINMAX,100,32,0,0.926471,0.073529,63
6,2,0.5,2,5000,0,100,2,500,4,0,BFB,MINMAX,100,53,0,0.829787,0.170213,39
6,2,0.5,2,5000,0,100,2,500,5,0,BFB,MINMAX,100,61,0,0.641026,0.358974,25
6,2,0.5,2,5000,0,100,2,500,6,0,BFB,MINMAX,100,44,0,0.464286,0.535714,26
6,2,0.5,2,5000,0,100,2,700,3,0,BFB,MINMAX,100,30,0,0.957143,0.042857,67
6,2,0.5,2,5000,0,100,2,700,4,0,BFB,MINMAX,100,38,0,0.887097,0.112903,55
6,2,0.5,2,5000,0,100,2,700,5,0,BFB,MINMAX,100,48,0,0.730769,0.269231,38
6,2,0.5,2,5000,0,100,2,700,6,0,BFB,MINMAX,100,45,0,0.472727,0.527273,26
6,2,0.5,3,100000,0,100,2,1000,3,0,BFB,MINMAX,100,16,0,1,0,84
6,2,0.5,3,100000,0,100,2,1000,4,0,BFB,MINMAX,100,38,0,0.951613,0.048387,59
6,2,0.5,3,100000,0,100,2,1000,5,0,BFB,MINMAX,100,48,0,0.807692,0.192308,42
6,2,0.5,3,100000,0,100,2,100,3,0,BFB,MINMAX,100,54,0,0.847826,0.152174,39
6,2,0.5,3,100000,0,100,2,100,4,0,BFB,MINMAX,100,53,0,0.638298,0.361702,30
6,2,0.5,3,100000,0,100,2,100,5,0,BFB,MINMAX,100,48,0,0.307692,0.692308,16
6,2,0.5,3,100000,0,100,2,5000,3,0,BFB,MINMAX,100,16,0,1,0,84
6,2,0.5,3,100000,0,100,2,5000,4,0,BFB,MINMAX,100,30,0,0.971429,0.028571,68
6,2,0.5,3,100000,0,100,2,5000,5,0,BFB,MINMAX,100,41,0,0.830508,0.169492,49
6,2,0.5,3,100000,0,100,2,500,3,0,BFB,MINMAX,100,28,0,0.944444,0.055556,68
6,2,0.5,3,100000,0,100,2,500,4,0,BFB,MINMAX,100,43,0,0.807018,0.192982,46
6,2,0.5,3,100000,0,100,2,500,5,0,BFB,MINMAX,100,54,0,0.608696,0.391304,28
6,2,0.5,3,100000,0,100,2,700,3,0,BFB,MINMAX,100,25,0,0.96,0.04,72
6,2,0.5,3,100000,0,100,2,700,4,0,BFB,MINMAX,100,46,0,0.851852,0.148148,46
6,2,0.5,3,100000,0,100,2,700,5,0,BFB,MINMAX,100,48,0,0.673077,0.326923,35
6,2,0.5,3,10000,0,100,2,1000,3,0,BFB,MINMAX,100,27,0,0.972603,0.027397,71
6,2,0.5,3,10000,0,100,2,1000,4,0,BFB,MINMAX,100,47,0,0.90566,0.09434,48
6,2,0.5,3,10000,0,100,2,1000,5,0,BFB,MINMAX,100,52,0,0.770833,0.229167,37
6,2,0.5,3,10000,0,100,2,100,3,0,BFB,MINMAX,100,57,0,0.883721,0.116279,38
6,2,0.5,3,10000,0,100,2,100,4,0,BFB,MINMAX,100,47,0,0.641509,0.358491,34
6,2,0.5,3,10000,0,100,2,100,5,0,BFB,MINMAX,100,55,0,0.222222,0.777778,10
6,2,0.5,3,10000,0,100,2,100,6,0,BFB,MINMAX,100,55,0,0.155556,0.844444,7
6,2,0.5,3,10000,0,100,2,5000,3,0,BFB,MINMAX,100,19,0,1,0,81
6,2,0.5,3,10000,0,100,2,5000,4,0,BFB,MINMAX,100,38,0,0.935484,0.064516,58
6,2,0.5,3,10000,0,100,2,5000,5,0,BFB,MINMAX,100,44,0,0.803571,0.196429,45
6,2,0.5,3,10000,0,100,2,500,3,0,BFB,MINMAX,100,28,0,0.958333,0.041667,69
6,2,0.5,3,10000,0,100,2,500,4,0,BFB,MINMAX,100,45,0,0.854545,0.145455,47
6,2,0.5,3,10000,0,100,2,500,5,0,BFB,MINMAX,100,54,0,0.630435,0.369565,29
6,2,0.5,3,10000,0,100,2,500,6,0,BFB,MINMAX,100,54,0,0.521739,0.478261,24
6,2,0.5,3,10000,0,100,2,700,3,0,BFB,MINMAX,100,30,0,0.985714,0.014286,69
6,2,0.5,3,10000,0,100,2,700,4,0,BFB,MINMAX,100,44,0,0.928571,0.071429,52
6,2,0.5,3,10000,0,100,2,700,5,0,BFB,MINMAX,100,46,0,0.759259,0.240741,41
6,2,0.5,3,1000,0,100,2,1000,3,0,BFB,MINMAX,100,24,0,0.986842,0.013158,75
6,2,0.5,3,1000,0,100,2,1000,4,0,BFB,MINMAX,100,46,0,0.759259,0.240741,41
6,2,0.5,3,1000,0,100,2,1000,5,0,BFB,MINMAX,100,47,0,0.716981,0.283019,38
6,2,0.5,3,1000,0,100,2,1000,6,0,BFB,MINMAX,100,54,0,0.456522,0.543478,21
6,2,0.5,3,1000,0,100,2,100,3,0,BFB,MINMAX,100,48,0,0.903846,0.096154,47
6,2,0.5,3,1000,0,100,2,100,4,0,BFB,MINMAX,100,60,0,0.7,0.3,28
6,2,0.5,3,1000,0,100,2,100,5,0,BFB,MINMAX,100,40,0,0.333333,0.666667,20
6,2,0.5,3,1000,0,100,2,100,6,0,BFB,MINMAX,100,44,0,0.053571,0.946429,3
6,2,0.5,3,1000,0,100,2,5000,3,0,BFB,MINMAX,100,18,0,0.987805,0.012195,81
6,2,0.5,3,1000,0,100,2,5000,4,0,BFB,MINMAX,100,32,0,0.867647,0.132353,59
6,2,0.5,3,1000,0,100,2,5000,5,0,BFB,MINMAX,100,56,0,0.840909,0.159091,37
6,2,0.5,3,1000,0,100,2,5000,6,0,BFB,MINMAX,100,54,0,0.521739,0.478261,24
6,2,0.5,3,1000,0,100,2,500,3,0,BFB,MINMAX,100,32,0,0.985294,0.014706,67
6,2,0.5,3,1000,0,100,2,500,4,0,BFB,MINMAX,100,42,0,0.862069,0.137931,50
6,2,0.5,3,1000,0,100,2,500,5,0,BFB,MINMAX,100,53,0,0.723404,0.276596,34
6,2,0.5,3,1000,0,100,2,500,6,0,BFB,MINMAX,100,58,0,0.309524,0.690476,13
6,2,0.5,3,1000,0,100,2,700,3,0,BFB,MINMAX,100,24,0,0.973684,0.026316,74
6,2,0.5,3,1000,0,100,2,700,4,0,BFB,MINMAX,100,36,0,0.890625,0.109375,57
