Parameters:
Random seed: 0
Domain used is: 5
# Pits: 6, Stones per pit: 4
Player 0 (max) --- BFB, C 15.000, Num iterations 15000, with average backups, using heuristic 1
Player 1 (min) --- UCT, C 2.500, Num iterations 5000, with average backups, using heuristic 1
yoyoyoyo -31.436871
-27.627417
-17.556349
-60.284271
-22.556349
-36.112698
-24.627417
-27.455844
-51.941125
-19.798990
-23.798990
-44.041631
-27.627417
-21.556349
-64.941125
-32.526912
-36.870058
-28.798990
-81.669048
-29.698485
-26.213203
-39.455844
-58.041631
-20.384776
-17.142136
-27.627417
-36.455844
-36.284271
-48.941125
-34.041631
-50.597980
-52.769553
-40.627417
-48.455844
-63.970563
-30.284271
-21.213203
-31.112698
-19.970563
-26.627417
-24.041631
-20.384776
-21.798990
-48.627417
-24.798990
-25.455844
-26.870058
-25.455844
-33.284271
-26.870058
-28.870058
-32.899495
-37.941125
-31.041631
-27.627417
-22.384776
-20.384776
-57.941125
-16.142136
-67.597980
-40.870058
-35.355339
-32.313708
-23.213203
-23.384776
-36.455844
-30.213203
-23.213203
-34.384776
-51.384776
-31.112698
-33.284271
-60.112698
-21.142136
-21.970563
-27.455844
-28.041631
-34.455844
-19.142136
-35.870058
-17.556349
-43.970563
-29.455844
-60.455844
-37.870058
-18.384776
-57.698485
-29.455844
-28.284271
-37.627417
-50.355339
-55.597980
-26.213203
-52.112698
-25.213203
-52.526912
-24.041631
-24.041631
-65.112698
-64.597980
-29.041631
-51.455844
-17.556349
-72.597980
-30.284271
-44.112698
-53.426407
-28.284271
-33.941125
-59.769553
-40.627417
-40.355339
-59.284271
-20.384776
-38.941125
-28.041631
-45.698485
-25.556349
-27.455844
-45.455844
-32.870058
-26.213203
-41.769553
-30.455844
-39.698485
-19.798990
-36.870058
-27.384776
-49.455844
-30.627417
-17.556349
-51.112698
-30.970563
-52.284271
-51.455844
-23.798990
-39.284271
-38.941125
-50.284271
-29.698485
-34.455844
-29.041631
-42.941125
-17.556349
-21.213203
-34.698485
-58.870058
-51.455844
-75.112698
-27.071068
-21.970563
-17.485281
-50.284271
-26.384776
-18.384776
-32.526912
-48.485281
-17.556349
-26.798990
-14.727922
-26.870058
-18.384776
-49.284271
-29.698485
-18.970563
-49.355339
-33.941125
-22.384776
-40.455844
-29.041631
-31.213203
-16.142136
-29.698485
-33.284271
-41.870058
-39.112698
-34.284271
-36.769553
-24.627417
-28.870058
-48.526912
-77.556349
-29.041631
-34.698485
-23.970563
-38.870058
-26.213203
-41.355339
-37.526912
-52.426407
-21.798990
-32.526912
-16.970563
-31.112698
-18.142136
-21.798990
-31.698485
-64.870058
-56.213203
-26.041631
-29.698485
-46.769553
-47.384776
-24.798990
-24.627417
-27.627417
-22.384776
-22.627417
-24.970563
-51.627417
-64.769553
-47.112698
-33.112698
-26.041631
-21.213203
-15.556349
-31.213203
-31.112698
-35.355339
-29.698485
-55.426407
-59.941125
-23.798990
-21.213203
-29.698485
-47.455844
-33.798990
-21.798990
-40.041631
-19.970563
-49.213203
-40.213203
-29.698485
-63.627417
-49.698485
-47.941125
-53.112698
-58.656854
-26.041631
-52.597980
-35.112698
-35.698485
-39.455844
-45.698485
-23.384776
-19.556349
-21.384776
-53.769553
-46.041631
-51.526912
-21.798990
-16.142136
-36.455844
-26.627417
-61.455844
-25.970563
-44.698485
-47.426407
-40.355339
-61.556349
-32.041631
-35.355339
-28.798990
-21.727922
-52.870058
-23.798990
-23.213203
-68.213203
-41.012193
-29.041631
-22.970563
-59.970563
-55.183766
-49.698485
-22.727922
-22.384776
-23.213203
-24.041631
-24.798990
-17.313708
-35.526912
-22.627417
-67.284271
-54.012193
-39.597980
-38.941125
-18.970563
-29.627417
-21.142136
-50.355339
-16.142136
-26.213203
-24.041631
-43.183766
-31.112698
-60.941125
-35.455844
-23.213203
-26.384776
-38.870058
-31.455844
-51.941125
-49.455844
-35.455844
-21.142136
-60.627417
-50.355339
-44.941125
-46.355339
-25.213203
-24.627417
-29.041631
-23.142136
-16.727922
-23.798990
-31.698485
-28.870058
-19.798990
-29.698485
-28.284271
-36.041631
-22.627417
-26.870058
-51.798990
-26.041631
-40.698485
-69.840620
-32.041631
-39.284271
-49.012193
-26.870058
-23.970563
-24.627417
-41.455844
-16.142136
-28.870058
-34.698485
-60.597980
-16.970563
-84.284271
-24.142136
-57.355339
-23.384776
-33.213203
-41.798990
-50.970563
-43.485281
-29.698485
-18.142136
-53.941125
-30.284271
-38.698485
-29.698485
-29.698485
-21.142136
-24.798990
-44.041631
-29.627417
-33.698485
-25.455844
-31.698485
-30.313708
-23.384776
-46.627417
-52.455844
-29.870058
-18.970563
-22.384776
-56.798990
-32.526912
-19.556349
-24.627417
-18.970563
-53.970563
-38.941125
-21.384776
-21.798990
-33.627417
-33.870058
-26.970563
-33.455844
-35.698485
-18.970563
-37.941125
-22.627417
-23.142136
-19.142136
-30.455844
-20.384776
-26.870058
-37.970563
-52.769553
-63.970563
-29.698485
-29.384776
-26.627417
-34.284271
-16.142136
-20.556349
-30.870058
-49.455844
-36.112698
-50.698485
-35.355339
-24.384776
-31.112698
-36.769553
-33.627417
-26.041631
-73.870058
-28.041631
-19.970563
-18.970563
-36.455844
-21.899495
-50.941125
-38.142136
-62.769553
-17.556349
-33.941125
-27.627417
-29.698485
-47.112698
-42.284271
-36.769553
-42.698485
-40.798990
-45.041631
-41.041631
-55.213203
-33.284271
-19.798990
-40.526912
-23.798990
-51.455844
-33.284271
-49.526912
-38.284271
-43.941125
-22.627417
-47.526912
-28.041631
-22.556349
-28.870058
-17.556349
-27.798990
-17.556349
-26.870058
-31.213203
-31.970563
-24.627417
-23.798990
-49.112698
-51.426407
-45.870058
-21.798990
-40.526912
-35.041631
-29.698485
-24.041631
-48.112698
-38.870058
-21.556349
-41.941125
-37.526912
-40.727922
-20.384776
-52.313708
-19.556349
-32.870058
-50.769553
-28.870058
-21.970563
-52.698485
-43.941125
-31.112698
-43.526912
-40.355339
-56.698485
-45.183766
-18.384776
-17.556349
-18.970563
-46.698485
-31.112698
-31.112698
-35.798990
-36.769553
-29.698485
-17.556349
-23.798990
-29.698485
-46.112698
-40.870058
-18.970563
-41.112698
-57.355339
-22.384776
-23.213203
-25.384776
-59.455844
-19.556349
-52.112698
-52.112698
-29.041631
-32.526912
-18.970563
-18.384776
-18.142136
-18.727922
-13.313708
-52.426407
-20.384776
-41.870058
-18.556349
